Location name,Amount spent (USD)
Alabama,8363
Alaska,2575
American Samoa,≤100
Arizona,15755
Arkansas,6038
California,101525
Colorado,14384
Connecticut,7634
Delaware,1960
Florida,49084
Georgia,20162
Guam,≤100
Hawaii,2651
Idaho,5716
Illinois,27424
Indiana,15624
Iowa,6879
Kansas,5560
Kentucky,9401
Louisiana,12143
Maine,3239
Maryland,14831
Massachusetts,12675
Michigan,22839
Minnesota,21389
Mississippi,5595
Missouri,12563
Montana,3606
Nebraska,4596
Nevada,6374
New Hampshire,3117
New Jersey,19546
New Mexico,5951
New York,47893
North Carolina,20149
North Dakota,1240
Northern Mariana Islands,≤100
Ohio,20572
Oklahoma,8971
Oregon,10274
Pennsylvania,31973
Puerto Rico,≤100
Rhode Island,1792
South Carolina,9330
South Dakota,1395
Tennessee,13050
Texas,57251
Unknown,≤100
Utah,7245
Vermont,1749
Virgin Islands (U.S.),≤100
Virginia,22015
Washington,19914
"Washington, District of Columbia",9390
West Virginia,3935
Wisconsin,11029
Wyoming,1217
