Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
105469904495866,AP Digital Corporation,PromoDome Digital LLP,51788,2
1762674497304794,R V Deshpande,R V Deshpande,36751,39
104516512296314,Kartikeya Sharma,Kartikeya Sharma,31977,60
349222085840969,Youth in Politics,Indian Political Action Committee,30925,17
107395897271506,Kutumb,Swatantra Verma,24990,38
30290552843,Greenpeace India,Greenpeace Environment Trust,24879,160
200480966638039,Supremacy 1914,These ads ran without a disclaimer,23893,2
109470364774303,Ellorum Nammudan,Ellorum Nammudan,21172,173
111527528465749,Rao Prem Singh,Rao Prem Singh,20925,7
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,16946,16
1598548487048992,Basavaraj Bommai,Basavaraj Bommai,16231,47
674757045920691,Jayadev Galla,Aditya Vemulapalli,12908,4
113364544766243,Congress Kallekai - ಕಾಂಗ್ರೆಸ್ ಕಳ್ಳೇಕಾಯ್,CongressKallekai.com,12048,7
107567748879463,Surendra Saraf,Surendra Saraf,11826,6
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,10543,32
100907784722781,QR 678,QR 678,10540,10
404746486258732,Project Nanhi Kali,Project Nanhi Kali,10537,19
108080828884036,Gehlot Phir Se,DesignBoxed,9985,25
330760810293224,HelpAge India,HelpAge India,9715,20
108505858773239,Madhya Pradesh Police,Madhya Pradesh Police,9255,6
100593272504732,Brand Flex : Business Post & Festival Images,These ads ran without a disclaimer,9164,9
107069552104307,Bandi Sanjay - Future of Telangana,Prafful Gyanchandani,7278,1
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),7065,83
103782051383159,School of Politics,School of Politics,6912,34
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,6783,28
105671775473178,Jan Suraaj,Jan Suraaj,6396,25
530490267348228,Byatarayanapura Speaks - 2018,Byatarayanapura Speaks - 2018,6378,10
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,6354,5
479998865355592,Aditya Birla Group,Aditya Birla Group,6309,4
248431212597208,MP बोले फिर भाजपा,mp2023.com,6042,20
438732172878624,Aravind Limbavali,Aravind Limbavali,5975,4
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,5578,32
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,5094,24
390976557590103,I Support Narendra Modi,I Support Narendra Modi,4797,9
296002831234834,Swapnil Kothari,Swapnil Kothari,4749,2
108636308844985,ಟಿ ಹೆಚ್ ದೀಪ ಸುರೇಶ್ ಬಾಬು,thsureshbabu,4691,1
103251851710926,Akula Srivani,Anjan Kumar Akula,4627,5
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,4500,48
206810882806875,Samvada ಸಂವಾದ,Samvada ಸಂವಾದ,4477,9
105509495777453,సాలు దొర సెలవు దొర,selavudora.com,4469,93
449378495112356,Swades Foundation,Swades Foundation,4438,11
270666596375251,Jhatkaa.org,Jhatkaa.org,4344,12
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,4315,22
107334185444129,Charitism Global,Charitism Global,4266,1
111952081817086,Dr. Mahaveer S. Danigond,Prabhakar Basavaraj Aparaj,4141,2
101730022772513,Dhananjaya Gangadharaiah,Dhananjaya Gangadharaiah,4108,5
102379519139483,जल जीवन मिशन महाराष्ट्र,जल जीवन मिशन महाराष्ट्र,4101,10
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,3858,1
220803731286272,Panasonic India,Amit Chauhan,3831,3
165714096933078,Piyush Goyal,Piyush Goyal,3758,2
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3701,14
242854309081857,Hanuman Beniwal,Hanuman Beniwal,3685,2
365136584238569,Shiv Deswal,Shiv Deswal,3678,8
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,3504,2
123174704056554,Namma Mahadevapura,Shivkumar Reavansiddappa Mamadapur,3422,5
104525071773121,Climato Reformers,Shaurya Shreeansh Bakshi,3359,16
132689140088396,smilefoundation,smilefoundation,3331,6
332868817459641,Arvind Limbavali fans,Arvind Limbavali fans,3131,3
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3032,5
685881558130468,Kamal Nath,Abhay Tiwari,3024,4
113676854284404,Intellion Offices by Tata Realty,Harshil Raghu Padada,3009,1
101571686227986,Fans of ਦੀਪ ਸਿੱਧੂ - Deep Sidhu,Real Social,3006,12
175171476249639,Dr. Umesh Mahabalshetti,KICE MEDIA,3001,4
100855212912542,Hunsur ulisi manjanna gellisi / ಹುಣಸೂರು ಉಳಿಸಿ ಮಂಜಣ್ಣ ಗೆಲ್ಲಿಸಿ,Hunsur ulisi manjanna gellisi / ಹುಣಸೂರು ಉಳಿಸಿ ಮಂಜಣ್ಣ ಗೆಲ್ಲಿಸಿ,2972,4
334992293683612,Dr. Pramod Sawant,Dr. Pramod Sawant,2962,1
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),2952,43
411129449009589,K.C. Venugopal,K.C. Venugopal,2917,12
285029500623,CARE India,CARE India,2858,12
102191751844777,MotorPlanetofficial,Hansaj Kukreti,2829,1
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,2824,28
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,2791,12
126906743656009,Hasimpeer Walikar AAP,Mohsin Mulla,2726,3
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,2582,4
1598548487048992,Basavaraj Bommai,Adarsh Pandey,2542,47
545168122343271,S Muniraju,S Sendil Kumar,2464,14
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,2373,3
533230777181565,Dr. Sudhanshu,Sudhanshu  Sharma,2325,4
179773239538861,UT Cricket Association,UT Cricket Association,2315,2
108923581963430,Nirmamata,nirmamata.com,2305,20
114233898263244,Indian Compass Videos,theindiancompass.com,2279,75
105494724815217,Mahesh Sharma,Mahesh Sharma,2262,3
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,2252,4
1738702909766330,Basavaraj  Mattimadu,Nataraja,2207,12
102754365335887,Udhay Anna,Udhay Anna,2206,5
117862321216853,ਸੂਝਵਾਨ ਪੰਜਾਬ - Soojhwan Punjab,Rise Solution,2175,11
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),2163,7
450278998763719,Yogendra Gohil,Saurabh Bhupendrakumar Patel,2103,1
532582040125177,Polkhol Maharashtra - Kantikumar Jain,Kantikumar Harakchandji Jain,2097,1
112952941626423,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,2083,6
358964791146343,TheMathCompany,TheMathCompany,2071,1
805526169610318,Shubhashray Housing India,shubhashray housing india,2070,5
107039538786110,Shivakanth Mahajan,Shivakanth Mahajan,2059,1
122131984855152,Dr. Debraj Shome,Dr. Debraj Shome,2042,2
811330598995413,Jagadeesh Gudagunti,Kice Media,2024,4
383190408775460,K. C. Veerendra Puppy,Basavachetan,2009,1
100735178208398,Udyami India,Samadhan Samiti,2006,2
102370509068053,News Junction,Parveen,2006,1
102268026167995,We Support Kusuma,Basavachetan,1966,2
526222491203445,The Chaupal,Adv Tech,1962,2
104542962604530,ಭರವಸೆಯ ನಾಯಕಿ ಕುಸುಮ,Basavachetan,1950,2
112484411646368,Shell On The Road,These ads ran without a disclaimer,1934,2
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),1907,33
213947398791863,Dhananjai Singh Khimsar,Dhananjai Singh,1887,4
643624179414031,CrackitToday - UPSC Daily Practice App,These ads ran without a disclaimer,1882,1
301902473766068,முதல்வன் OPS,முதல்வன் OPS,1873,35
148010855792512,HK Suresh,Sai Kiran,1868,28
779924902121386,Vinod Sonkar,Yash Bagh,1845,11
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,1815,7
652657388214939,BJP Nagaland,Bharatiya Janata Party (BJP),1799,8
1571167366231304,Ramakant Bhargava,Saket Bhargava,1796,1
444000972398140,Dr. Ajay Dharam Singh,Ramkishan Singh Maninder Singh,1795,6
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,1787,4
797927846899300,Flag Foundation of India,Flag Foundation of India,1784,6
102438579483971,Kusuma for RR Nagar,Basavachetan,1773,2
384000501947350,Devendra Yadav,Think First,1773,5
101725179390221,Jay Prakash Sharma,Jay Prakash Sharma,1758,4
148643788877368,BJP Manipur,Bharatiya Janata Party,1726,21
277453442735764,Veeranna C Charantimath,KiceMedia,1698,7
110555385263382,Jaagta Jammu,jaagtajammu.com,1676,13
117426084569698,Unfiltered Jammu Kashmir,Unfiltered Jammu Kashmir,1644,9
132309676835568,Lokmat,Pranoti Vasant Dalvi,1630,3
186199704897466,RD Foundation,RD Foundation,1629,15
953600271404690,BJP Meghalaya,Bharatiya Janata Party,1624,19
1331545046906640,Gottumukkala Venkateshwara Rao,Venkateswar Rao Gottumukkala,1616,3
2205544183064603,Surender Panwar,Ashish Sakhuja,1603,13
101713962007976,Amrit Mahotsav,Amrit Mahotsav,1598,14
184278081698180,Ashok Gehlot,Ashok Gehlot,1566,1
108769485494836,भाजपा महिला मोर्चा - फलटण तालुका,Shrikrushna Shrikant Wagh,1563,1
111849175115505,ದಾಸರಹಳ್ಳಿ ಜನಾಭಿಮತ - Dasarahalli Janabimatha,S Sendil Kumar,1526,5
247335131948712,Abhay Singh Chautala,Abhay Singh Chautala,1522,1
221256415973730,Ankuram IVF,Ankuram IVF,1501,7
113484060843656,The Unmute,The Unmute,1490,6
321228061382932,Pt. Shekhar Dixit,Websofy Software Private Limited,1478,10
670321879700525,Swarajya,Swarajya,1475,1
106227365759622,Durgesh Dhaker,Goldy Tyagi,1455,3
30290552843,Greenpeace India,Greenpeace India Society,1403,3
112475780481777,Bahadur Singh Chouhan,Manoj,1399,1
1826491730900559,Keshava Rajanna B,Abishek Nb,1391,5
1471581409720618,BJP Uttar Pradesh,Bharatiya Janata Party (BJP),1390,52
912096938897209,Vijay Singh,Vijay Singh,1368,15
210251616112761,India Development Review,India Development Review,1344,8
922534064468145,Capt. Meenu Beniwal,Jasvinder,1333,3
110330611716054,Dr P.V Siddareddy MLA,Dr P.V Siddareddy MLA,1321,5
875420125855408,Dhanraj Vispute,Siddigital,1317,2
103848192393486,Rishi Raj Rana,Rishi Raj Rana,1301,3
578430339598121,Lalit Panwar,Kanav Kathuria,1294,11
265545487204822,Sanjay Yadav MLA,Sanjay Yadav MLA,1293,6
103357492023752,Muralidhar Patil मुरली दादा पाटील,Muralidhar Patil,1283,4
103812439247204,Keshava Rajanna B Fanpage,Abishek Nb,1273,8
105735065616245,SOFAR,These ads ran without a disclaimer,1265,1
1436053929837684,Dr. Mahendra Singh Shekhawat,Dr. Mahendra Singh Shekhawat,1250,1
107371048916909,O priyatama / ಓ ಪ್ರಿಯತಮ,O priyatama / ಓ ಪ್ರಿಯತಮ,1238,6
109312175459910,Dr Anil Jain,Vaibhav Tyagi,1229,5
516576275094648,BJP Assam Pradesh,Bharatiya Janata Party (BJP),1218,35
102836572455337,BJP Rajesh Rastogi,Rajesh Kumar Rastogi,1216,6
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,1203,1
138323482894268,Taruni,Taruni,1200,6
114246921595948,Cashew Fest Goa,Goa Forest Development Corporation,1200,3
230195174008918,Ajit Damodar Gavhane,Content Factory,1194,3
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,1193,1
167342450557100,Sultan Singh Shekhawat,Sultan Singh Shekhawat,1184,1
250007248502240,Golu Shukla,Modi For PM Organization,1175,3
528307847248802,Indian National Congress -  Madhya Pradesh,Abhay Tiwari,1122,2
100475508592062,Sitaram Poswal,Bhagatsingh,1116,1
108657261843360,K.Utility,K.Utility,1116,1
276512419511205,Kathi Karthika,Policy Briefcase,1115,1
261208307785338,Shatrughan Gautam,Shatrughan Gautam,1100,8
110676908438028,The Punjab First,The Narrative Builders,1091,4
104052753400618,Union Bank of India,Goldmine Advertising Limited,1077,3
333426070147135,Benny Kuriakose Associates,Benny Kuriakose Associates,1068,3
184037471806795,Om Rajenimbalkar - ओम राजेनिंबाळकर,Sagar Sarangdhar Randive,1062,1
109761007457435,SriGanesh - Cantonment,Sriganesh Narayanan,1061,6
381955135781255,Distoy Farak Shivshahi Parat,shivshahiparat.com,1060,10
114988526601933,Subhashini Sharad Yadav,Rajkamal Rao,1056,1
106949281904347,Shubham Navnath Moze - शुभम नवनाथ मोझे,Shubham Navnath Moze,1053,1
1422722534642965,B Suresh Gowda,Click Digital Marketing Services,1045,5
115697248100687,Okkaligarē maṇṇina makkaḷu / ಒಕ್ಕಲಿಗರೇ ಮಣ್ಣಿನ ಮಕ್ಕಳು,Okkaligarē maṇṇina makkaḷu / ಒಕ್ಕಲಿಗರೇ ಮಣ್ಣಿನ ಮಕ್ಕಳು,1037,2
424429107582290,BJP Gujarat,BJP Gujarat,1036,40
667560657014524,Mahendra Singh Solanki,Nitesh Tiwari,1033,1
145755812696400,Tarun Bhanot,Yash Bagh,1021,1
110234802005624,रामसेवक गोपालगढ़,Praduman Meena,1016,1
240046059729273,Puttanna for Rajaji Nagar,Basavachetan,1015,1
586574801848194,Sunil Mendhe,Sharada Consultancy Services,1014,1
132806813793938,Paramjit Singh Sarna,Harjap Singh Dhingra,1010,7
441249902634004,Baba Siddique,Baba Siddique,1009,13
295639383836442,Agewell Foundation,Aanchal Gupta,1009,4
354466314735782,Neeraj Bali,Naveen Bali,1006,1
1785302198354679,Dr. Somendra Tomar,Somendra Singh,1004,4
531897070196882,Puttanna,Basavachetan,1004,1
108885032043052,Gulf Stories,Gulf Stories,1000,1
468618699957192,S R Patil - Shivanagouda R Patil,Tejraj Patil,1000,1
640369399392914,Baijayant 'Jay' Panda,Baijayant Panda,993,1
102098615927130,Nam Namo - ನಮ್ ನಮೋ,karunadueesanje.com,988,2
102622482649564,Zebonix Pvt Ltd,Zebonix Pvt Ltd,987,3
827495487267419,Amin Pathan,Amin Pathan,975,7
171538063001636,Global Punjab TV,Navdeep Singh,971,6
1012334315631172,Anil Firojiya,Kapil Jain,959,3
102299372829238,ಹೊಳೆದಂಡೆ ಹುಲಿ,Vinay Raveendra Wandakar,954,8
240550973283549,Sandeep Sharma,Sandeep Sharma,932,2
531680123657363,Shivakumar Natikar,Shivakumar Natikar,926,6
282198256011533,PM Narendra Swamy,PM Narendra Swamy,918,1
562410290526813,Sanjay Shailkumar Sharma,Hitarth Sharma,916,2
889810991147251,Nyamar Karbak,Nyamar Karbak,915,1
