Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,1643,6
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,637,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),507,4
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),349,3
68793499001,UNICEF,UNICEF with Facebook Ad Credits,260,8
643513979193133,Unidos por Beatriz,Neuma,198,7
104599735671754,Goberna Honduras,Goberna Honduras,161,3
491553204198958,Revistazo.com,Revistazo.com,148,2
486382251906084,Honduras El Pais,Diario El  Pais.hn,125,3
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,123,1
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación",SENACIT,≤100,1
803587436436553,OCDIH,Lilian Guadalupe Gomez Dominguez,≤100,2
856012741442139,Ipas LAC,These ads ran without a disclaimer,≤100,1
1533430510046496,Torre de Control,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,1
1314458455242369,Diputado German Altamirano,German Altamirano,≤100,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,4
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100,4
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,7
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,1
109988155233200,MisterAwesome,These ads ran without a disclaimer,≤100,2
104696258254022,FREMARQ Ambiental,These ads ran without a disclaimer,≤100,1
1085228278277905,Apostle Joanne,These ads ran without a disclaimer,≤100,1
