Location name,Amount spent (TRY)
Adana Province,1333
Adıyaman Province,≤100
Afyonkarahisar Province,325
Aksaray Province,≤100
Amasya Province,≤100
Ankara Province,1530
Antalya Province,1138
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,288
Ağrı Province,≤100
Balıkesir Province,217
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,529
Denizli Province,180
Diyarbakır Province,≤100
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,303
Eskişehir Province,232
Gaziantep Province,≤100
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,≤100
Isparta Province,≤100
Istanbul Province,5641
Iğdır Province,≤100
Kahramanmaraş Province,≤100
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,125
Kilis Province,≤100
Kocaeli Province,139
Konya Province,463
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,156
Malatya Province,≤100
Manisa Province,265
Mardin Province,≤100
Mersin Province,212
Muğla Province,≤100
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,≤100
Osmaniye Province,133
Rize Province,≤100
Sakarya Province,560
Samsun Province,260
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,118
Tokat Province,144
Trabzon Province,109
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,111
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,633
Şanlıurfa Province,206
Şırnak Province,≤100
