Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1152
Bicol Region,6240
Cagayan Valley,5278
Calabarzon,29460
Caraga,2375
Central Luzon,18581
Central Visayas,17373
Cordillera Administrative Region,2695
Davao Region,6443
Eastern Visayas,6064
Ilocos Region,7573
Metro Manila,37855
Mimaropa,3773
Northern Mindanao,6279
Soccsksargen,4744
Unknown,≤100
Western Visayas,10538
Zamboanga Peninsula,4472
