Location name,Amount spent (TRY)
Adana Province,2369
Adıyaman Province,≤100
Afyonkarahisar Province,341
Aksaray Province,160
Amasya Province,≤100
Ankara Province,1945
Antalya Province,780
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,419
Ağrı Province,≤100
Balıkesir Province,376
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,777
Denizli Province,268
Diyarbakır Province,150
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,397
Gaziantep Province,399
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,567
Isparta Province,106
Istanbul Province,7650
Iğdır Province,≤100
Kahramanmaraş Province,291
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,512
Kilis Province,≤100
Kocaeli Province,213
Konya Province,429
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,277
Kırşehir Province,≤100
Malatya Province,321
Manisa Province,273
Mardin Province,≤100
Mersin Province,1224
Muğla Province,433
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,119
Osmaniye Province,336
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,191
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,373
Tokat Province,≤100
Trabzon Province,133
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,150
Zonguldak Province,≤100
Çanakkale Province,≤100
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,2160
Şanlıurfa Province,211
Şırnak Province,≤100
