Location name,Amount spent (MYR)
Johor,442
Kedah,219
Kelantan,154
Kuala Lumpur,1365
Labuan,≤100
Malacca,≤100
Negeri Sembilan,198
Pahang,481
Penang,184
Perak,258
Perlis,≤100
Putrajaya,≤100
Sabah,326
Sarawak,367
Selangor,2007
Terengganu,157
Unknown,≤100
