Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1403615,73
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,416371,49
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,228218,8
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,99845,10
174970176018,Horacio Rodríguez Larreta,PRO Ciudad de Buenos Aires,84762,31
101185599412309,Marcos para Neuquén,Marcos para Neuquen,63503,9
174876119204869,Martín Insaurralde,Frente de Todos Lomas,60862,2
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,56508,39
680986725302906,Roberto Mirabella,Hacemos Santa Fe,55631,6
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,50777,46
100395029626459,Protagonistas del Cambio Buenos Aires,Protagonistas del cambio,48057,6
2057819794450925,CPC Pueyrredón MuniCba,municipalidad de córdoba,46561,3
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,45885,2
103088924366000,Noticias d,Noticias d,45367,223
110746414660916,Lomas Noticias,Nicolas Orona,42035,2
317140548314140,San Fernando Municipio,San Fernando Municipio,39478,4
1662250880709156,Lanús Municipio,Lanús Municipio,34996,5
1383234345334458,Ramiro Marra,Ramiro Marra,34090,12
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,33525,33
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,28715,3
363825283650115,Vicente López,Vicente López,27782,7
327490147360219,Martín Berhongaray,Martín Berhongaray,27669,12
109447250584054,Data Gremial,Data Gremial,25662,3
102436695787908,Chubut por el Cambio,Juntos por Chubut,22601,11
459777610743664,Ariel Sujarchuk,HAY ALTERNATIVA PARA EL CAMBIO EN ESCOBAR - HACE,21524,7
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,20939,23
101996084777901,Mariela Belski,Mariela Belski,19750,17
622853724492420,Federico Otermín,Frente de Todos Lomas,18197,1
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,16253,4
