Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
140515453215980,DEPUTY,These ads ran without a disclaimer,≤100,1
214398035293119,Atlantic Union Adventist Youth Ministries,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
