Location name,Amount spent (NOK)
Akershus,3161
Aust-Agder,528
Buskerud,1381
Finnmark,520
Hedmark,932
Hordaland,3077
Møre og Romsdal,1557
Nord-Trøndelag,823
Nordland,1550
Oppland,833
Oslo,5997
Rogaland,2950
Sogn og Fjordane,522
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2050
Telemark,771
Troms,1177
Unknown,≤100
Vest-Agder,1066
Vestfold,1244
Østfold,1819
