Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
237466786344157,European Movement,European Movement International with Facebook ad credits,4682,8
122074554119,EU Social,EU Social,4567,8
102931488739,Platforma Obywatelska,Platforma Obywatelska,3920,26
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2594,43
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1962,215
178362315106,European Parliament,European Parliament,1909,10
57544755889,Amnesty International Polska,Amnesty International Polska,1236,23
237466786344157,European Movement,European Movement International,1235,4
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,1142,13
228168274881,wysokieobcasy,wysokieobcasy,1036,24
552661358110680,Krzysztof Kubów Sekretarz Stanu KPRM,Krzysztof Kubów Sekretarz Stanu KPRM,1016,1
199446073725474,BohaterON,Fundacja Sensoria,1009,30
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,998,28
339855706171439,Dobra Fabryka,Dobra Fabryka,976,5
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,878,12
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,787,14
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,672,4
287162751300432,Czesław Mroczek,Czesław Mroczek,551,2
818457621539495,Poseł Mejza,Poseł Mejza,538,3
107099115544539,Zostań Dłużej,Euvic Media,536,9
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,534,11
1436010186518712,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,531,2
178415208919146,Suwerenna Polska,Solidarna Polska,503,9
1465965073732774,Łukasz Kohut,Łukasz Kohut,436,2
107023882460931,Aleksandra K. Wiśniewska,odwazyszsie.pl,432,4
1227194230675141,Pratia,Pratia SA,429,13
160978464020426,Sławomir Nitras,Sławomir Nitras,414,12
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,398,29
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,395,11
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,392,58
513969188677442,Compassion Polska,Compassion Polska,379,8
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),377,5
1683534065241470,OKO.press,OKO.press,368,15
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,345,6
104442609633150,Lubuskie,Lubuskie,336,4
371359310400318,Janusz Kowalski,Janusz Kowalski,334,19
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,330,1
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,312,3
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,305,100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,274,4
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,269,8
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",269,17
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,260,5
312204349288060,Mariusz Gosek,Mariusz Gosek,243,5
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,232,5
146599018696771,NATO,NATO,229,1
395533923834784,PSL Mazowsze,PSL Mazowsze,225,22
101861849611988,Nie dla Tuska,Nie dla Tuska,224,9
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,3
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,196,10
737382823002282,Anna Pieczarka,Anna Pieczarka,187,2
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,187,11
268366156599556,Krzysztof Gawkowski,Krzysztof Gawkowski,183,4
114018974889363,Stop Lie,Stop Lie,180,12
113143203693,Santander Bank Polska,Santander Bank Polska,180,6
741818202517114,Anna Paluch,Anna Paluch,179,5
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,178,3
