Location name,Amount spent (NOK)
Akershus,17376
Aust-Agder,3288
Buskerud,6458
Finnmark,2354
Hedmark,4706
Hordaland,15610
Møre og Romsdal,5751
Nord-Trøndelag,2925
Nordland,5569
Oppland,4378
Oslo,19604
Rogaland,11502
Sogn og Fjordane,2213
Sør-Trøndelag,10639
Telemark,3768
Troms,4545
Unknown,≤100
Vest-Agder,5429
Vestfold,5444
Østfold,8483
