Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
119054448115588,WWF Suomi,WWF Suomi,338,82
134934386349,Amnesty International - Suomen osasto,Amnesty International Suomen osasto,226,44
9227859351,Greenpeace Suomi,Greenpeace Suomi,204,73
1631165890489545,Gasum,Gasum Oy,174,11
271311152007,Plan International Suomi,Plan International Suomi,119,21
113398820097,Pelastakaa Lapset,Pelastakaa Lapset,110,4
360860753953531,Fortum,Fortum Suomi,104,8
545309265626080,Kela - Fpa,Kela - Fpa,≤100,2
8252999126,Suomen UNICEF – UNICEF Finland,Suomen UNICEF – UNICEF Finland,≤100,12
117401001618470,ESS.fi - Etlari verkossa,Etelä-Suomen Sanomat,≤100,8
21461560968,Maailma kylässä | World Village Festival,Maailma kylässä -festivaali,≤100,31
332170236842216,Vattenfall,Vattenfall Oy,≤100,4
123692197698005,Suomen UN Women,Suomen UN Women,≤100,18
200739723082,University of Helsinki,University of Helsinki,≤100,5
161600883903692,Diakonia-ammattikorkeakoulu,Diakonia-ammattikorkeakoulu,≤100,3
867106493431709,Nollalinja,Nollalinja,≤100,2
103982412976712,Eezy Kevytyrittäjät,Eezy Kevytyrittäjät Osk,≤100,1
102626225365927,CO₂ncrete Solution,Betoniteollisuus ry,≤100,2
2323967084595192,Uutismedian liitto,Uutismedian liitto,≤100,2
54313274188,Naisten Pankki,Naisten Pankki,≤100,17
167524936628240,Turun seudun tradenomit ry,Turun seudun tradenomit ry,≤100,7
136656729733568,YIT Suomi,YIT Suomi,≤100,3
229433767936563,Lääkärit Ilman Rajoja,Lääkärit Ilman Rajoja,≤100,1
147547541961576,Council of the European Union,Council of the European Union,≤100,3
163903613685550,Eurooppalainen Suomi ry,Eurooppalainen Suomi ry,≤100,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
279407225425058,Forssan Lehti,Hämeen Media,≤100,5
1265879460196460,Vestera,Vestera Oy,≤100,2
113398820097,Pelastakaa Lapset,Pelastakaa Lapset ry,≤100,1
242197705820950,SEY Suomen eläinsuojelu,SEY Suomen eläinsuojelu,≤100,1
104418794504506,LähiTapiola Kiinteistövarainhoito,LähiTapiola Kiinteistövarainhoito,≤100,4
80216536590,Kehityslehti,Ulkoministeriö,≤100,3
120611587960635,Innofor Finland,These ads ran without a disclaimer,≤100,1
151786398703,Palvelualojen ammattiliitto PAM ry,Palvelualojen ammattiliitto PAM,≤100,2
131879190206726,Hämeen Sanomat,Hämeen Sanomat,≤100,5
118714761478292,Keski-Uusimaa,Keski-Uusimaa,≤100,7
111005869699,Kirkon Ulkomaanapu,Kirkon Ulkomaanapu,≤100,10
118031212433,Animalia,Animalia ry,≤100,1
249421507648,Uudenmaan Kokoomus,Uudenmaan Kokoomus,≤100,3
116383805046145,Aamuposti,Aamuposti,≤100,7
374003438389,Itä-Häme,Etelä-Suomen Sanomat,≤100,5
151086361568628,Duunitori,Duunitori,≤100,4
1255553381141848,Valokuitunen,Valokuitunen,≤100,1
695618953844243,Inhimillisiä Uutisia,Inhimillisiä Uutisia,≤100,1
220884089007,Suomen luonnonsuojeluliitto,Suomen luonnonsuojeluliitto,≤100,4
180192098660221,Helsingin Vihreät,Helsingin Vihreät,≤100,2
170559451901,Yle,Yleisradio Oy,≤100,2
1620240484900612,Åländsk Demokrati,Stephan Toivonen,≤100,1
33722070600,Vihreät - De Gröna,Vihreä liitto rp.,≤100,1
1691115251107247,Stephan Toivonen,Stephan Toivonen,≤100,1
491112017633877,Greenreality Lappeenranta,Greenreality Lappeenranta,≤100,3
172925912797094,Lassila & Tikanoja Oyj,These ads ran without a disclaimer,≤100,5
121791911211915,Kulttuurivihkot,Elias Krohn,≤100,1
126757820675243,KSML.fi - Keskisuomalainen,Keskisuomalainen,≤100,4
107086122672929,Savon Sanomat,Savon Sanomat,≤100,4
220979494594748,Kuntarekry.fi,Kuntarekry,≤100,1
141305472602496,Sähköliitto,Sähköalojen ammattiliitto,≤100,3
224910960981532,Kuntalehti,Kuntalehti,≤100,2
444027378982253,Maaseudun Tulevaisuus,These ads ran without a disclaimer,≤100,3
188627167849573,Kymen Sanomat,Kaakon Viestintä Oy,≤100,4
117655354983768,Etelä-Saimaa,Etelä-Saimaa,≤100,4
192210228734,Kouvolan Sanomat,Kaakon Viestintä Oy,≤100,4
116843748342723,Uusimaa,Uusimaa,≤100,4
322478695679,Länsi-Savo,Kaakon Viestintä Oy,≤100,4
355695141779,Itä-Savo,Kaakon Viestintä Oy,≤100,4
108538215848910,Länsi-Uusimaa,Länsi-Uusimaa,≤100,4
8265674748,Suomen Lähetysseura,Suomen Lähetysseura,≤100,6
146594745401444,Iisalmen Sanomat,Iisalmen Sanomat,≤100,4
108895368297,Voima,Voima,≤100,1
101638419410472,MimmiKummi,These ads ran without a disclaimer,≤100,1
283762588316103,Pohjois-Karjalan Osuuskauppa,Pohjois-Karjalan Osuuskauppa,≤100,4
293493520082,Kalevi Sorsa -säätiö,These ads ran without a disclaimer,≤100,1
102072273177850,Uutisvuoksi,Kaakon Viestintä Oy,≤100,4
198817806799305,Warkauden Lehti,Warkauden Lehti,≤100,4
110839768644741,,These ads ran without a disclaimer,≤100,1
229309442980,Hämeen Kokoomus,Hämeen Kokoomus ry,≤100,1
169033606534731,JHL:n vasemmisto ja sitoutumattomat,JHL:n Vasemmisto ja sitoutumattomat,≤100,1
