Location name,Amount spent (VND)
An Giang Province,6226
Bà Rịa–Vũng Tàu Province,5543
Bình Dương Province,10081
Bình Phước Province,3646
Bình Thuận Province,5219
Bình Định Province,4884
Bạc Liêu Province,2469
Bắc Giang Province,39974
Bắc Kạn Province,3537
Bắc Ninh Province,62104
Bến Tre Province,4708
Cao Bằng Province,123230
Cà Mau Province,3613
Cần Thơ,4627
Da Nang,5547
Gia Lai Province,3711
Haiphong,15314
Ho Chi Minh City,60948
Hà Giang Province,3532
Hà Nam Province,5938
Hà Tĩnh Province,4627
Hòa Bình Province,6455
Hưng Yên Province,7876
Hải Dương Province,12461
Hậu Giang Province,1034
Khánh Hòa Province,5086
Kiên Giang Province,8010
Kon Tum Province,1921
Lai Châu Province,1248
Long An Province,6179
Lào Cai Province,3593
Lâm Đồng Province,4334
Lạng Sơn Province,9082
Nam Định Province,14381
Nghệ An Province,12504
Ninh Bình Province,5242
Ninh Thuận Province,2136
Phú Thọ Province,10104
Phú Yên Province,4123
Quảng Bình Province,4701
Quảng Nam Province,5827
Quảng Ngãi Province,4487
Quảng Ninh Province,8677
Quảng Trị Province,3311
Sóc Trăng Province,3755
Sơn La Province,6717
Thanh Hóa Province,21052
Thái Bình Province,10994
Thái Nguyên Province,10107
Thừa Thiên–Huế Province,7494
Tiền Giang Province,9129
Trà Vinh Province,3807
Tuyên Quang Province,6199
Tây Ninh Province,4515
Unknown,≤100
Vĩnh Long Province,3117
Vĩnh Phúc Province,10523
Yên Bái Province,4624
Điện Biên Province,3216
Đắk Lắk Province,59764
Đắk Nông Province,2421
Đồng Nai Province,10192
Đồng Tháp Province,4851
