Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,995
Bicol Region,11485
Cagayan Valley,3387
Calabarzon,33035
Caraga,2122
Central Luzon,16911
Central Visayas,6268
Cordillera Administrative Region,2123
Davao Region,5016
Eastern Visayas,4920
Ilocos Region,6797
Metro Manila,65955
Mimaropa,2857
Northern Mindanao,5656
Soccsksargen,4014
Unknown,≤100
Western Visayas,9801
Zamboanga Peninsula,2280
