Location name,Amount spent (TRY)
Adana Province,665
Adıyaman Province,115
Afyonkarahisar Province,616
Aksaray Province,122
Amasya Province,111
Ankara Province,1392
Antalya Province,1346
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,731
Ağrı Province,≤100
Balıkesir Province,448
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,923
Denizli Province,778
Diyarbakır Province,135
Düzce Province,103
Edirne Province,364
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,228
Eskişehir Province,284
Gaziantep Province,308
Giresun Province,3225
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,383
Isparta Province,178
Istanbul Province,11039
Iğdır Province,≤100
Kahramanmaraş Province,202
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,290
Kilis Province,≤100
Kocaeli Province,656
Konya Province,368
Kütahya Province,136
Kırklareli Province,218
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,116
Manisa Province,443
Mardin Province,≤100
Mersin Province,417
Muğla Province,257
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,4726
Osmaniye Province,387
Rize Province,≤100
Sakarya Province,141
Samsun Province,504
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,807
Tokat Province,418
Trabzon Province,5217
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,113
Zonguldak Province,760
Çanakkale Province,158
Çankırı Province,≤100
Çorum Province,119
İzmir Province,1337
Şanlıurfa Province,245
Şırnak Province,≤100
