Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
196258110831945,Partido Valor,Partido Valor,40000,42
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,27303,80
161800283848513,CREO,CREO,11295,8
331961940541181,Partido Victoria,Partido Político Victoria,9562,22
142373979127061,Partido Unionista,Partido Unionista,6953,66
1882597935332956,Partido VAMOS,Partido VAMOS,5920,22
108683092124094,Ruta 23,Ruta 23,5548,3
110226594945647,Partido BIEN,Partido BIEN,5350,137
414127029025760,CABAL,CABAL,4763,3
102762215788405,VOS.gt,VOS.gt,4012,20
104363285138486,Nosotros Guatemala,Partido Político Nosotros,3944,12
436246383083297,TODOS,TODOS,3843,13
187073013532,Partido VIVA,Partido Visión con Valores,2851,49
268285610002238,FCN Nación,FCN Nación,2832,23
100169482992019,Sebastián Arzú,Sebastián Arzú,2706,22
142556265766634,Guatemala Visible,Guatemala Visible,2644,7
1612828795636861,Movimiento Semilla,Movimiento Semilla,2333,24
101372268406640,Unión Republicana,Unión Republicana,2249,17
100228912981471,PAN - Partido de Avanzada Nacional,PAN - Partido de Avanzada Nacional,1328,12
110582257361172,Partido Azul,Partido Azul,1299,45
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,1032,3
174740409237665,TSE Guatemala,TSE Guatemala,953,19
281554395331686,República,"Republica GT, S.A.",762,6
108748214736261,Partido Republicano -PR-,Partido Republicano -PR-,753,2
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,720,7
101971388212641,Noticias Pajapita S.M.,Noticias Pajapita S.M.,707,1
111275711965424,Partido Republicano Quetzaltenango,Partido Republicano Quetzaltenango,571,18
109189810962889,Comunidad Elefante,Comunidad Elefante,562,8
114227945284581,De Frente Por Guate,The Advertising Strategists,511,3
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,496,2
117622244670758,Celeste Hamm,Celeste Hamm,493,12
468114850661437,Noticias guate,Noticias guate,465,4
651609578607802,El Tajás,El Tajás,432,3
765790550460228,Comité Cívico Justicia,Comité Cívico Justicia,415,10
102205156104079,Ludin Marroquín Jutiapa El Ganador,Ludin Marroquín Jutiapa El Ganador,402,5
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,394,5
100567842339226,Noticias URNG Maíz,Noticias URNG Maíz,381,8
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,346,11
115463025737962,Salvador Paiz,Salvador Paiz,344,4
105685841067405,Alianza Global de Jóvenes Políticos Guatemala,Alianza Global de Jóvenes Políticos Guatemala,336,2
104932142559955,Femi-Nación,Femi-Nación,333,2
107390778294561,Lewis Logan-Podemos Escuintla,Lewis Logan-Podemos Escuintla,313,3
101555919274873,Mi Familia,Mi Familia,311,4
1710300235853890,Noticiero El Vigilante,Noticiero El Vigilante,310,2
1882597935332956,Partido VAMOS,These ads ran without a disclaimer,237,1
2363255300363966,Informativo Guate,Informativo Guate,236,3
102490342357338,Byron Geovanny Orellana Orellana,Byron Geovanny Orellana Orellana,208,2
107281598981869,Reporte Guatemala,Reporte Guatemala,191,1
111231841997460,La Perla Del Oriente,These ads ran without a disclaimer,180,1
105602585885874,La Corte de los Chapines,La Corte de los Chapines,159,9
754661271544464,El Sol de Mixco,El Sol de Mixco,157,2
102313042285464,Partido Azul Antigua Guatemala,Partido Azul Antigua Guatemala,155,3
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,145,1
101576139432349,Azul San Raymundo,Azul San Raymundo,127,3
111055994050917,E-data,E-data,121,2
107966338863110,Partido Azul Villa Nueva,Partido Azul Villa Nueva,112,3
109686355198792,San Diego Nos UNE,San Diego Nos UNE,101,7
100959499644323,Cambio Cobán oficial,Cambio Cobán oficial,≤100,1
106046418877955,GuateNoticias,GuateNoticias,≤100,6
115808381519839,Los Niños de Mulet,Los ninos de mulet,≤100,3
107464588969389,Denuncia GT,Denuncia GT,≤100,1
100903326327488,"El Cambio Chimaltenango, página oficial Municipal",These ads ran without a disclaimer,≤100,1
113365157671290,Unionista Depto. Chimaltenango,Unionista Depto. Chimaltenango,≤100,2
109265532149951,Hiram Martínez,Hiram Martínez,≤100,2
106908785419555,Goberna Guatemala,Goberna,≤100,5
113414431641350,Por Xela,Por Xela,≤100,1
106906785360928,PARTIDO CAMBIO,PARTIDO CAMBIO,≤100,1
101220908193802,Toque de queda,Toque de queda,≤100,2
107966695596056,Amigos MIXCO sin fronteras,Amigos MIXCO sin fronteras,≤100,1
102267512735628,Nosotros Petén,Nosotros Petén,≤100,7
127324563607442,Emerson García,Emerson García,≤100,4
103207854614883,Soy Noticias,Soy Noticias,≤100,1
233097527484694,Insomnio Guatemala,These ads ran without a disclaimer,≤100,1
249142935234734,Sacándole Brillo a Xela,Sacándole Brillo a Xela,≤100,1
100891681739204,Javier Carbajal,Javier Carbajal,≤100,3
1466927680295354,Otrans Guatemala,Otrans Guatemala,≤100,3
105661345802501,Partido político Victoria Huehue,Partido político Victoria Huehue,≤100,2
104865178525604,GuateÍntegra,Guateíntegra,≤100,1
2205029029532409,Peten Vota Consciente Y Decide,Peten Vota Consciente Y Decide,≤100,2
567082743496849,CABAL San Marcos-SM,CABAL San Marcos-SM,≤100,1
119057720784594,El Búho,El Búho,≤100,3
