Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
106626487721376,Amazon Europe,Amazon Europe,6818,10
241312696375349,National Education Union,National Education Union,5931,7
7715002593,UNICEF UK,Unicef UK,5062,39
102639461303190,Fair Pay For All,Fair Pay For All,4888,139
311627208673,WWF UK,WWF UK,4278,79
9250349228,Greenpeace UK,Greenpeace UK,3982,25
13047522725,Crimestoppers,Crimestoppers,2702,47
345463602161853,bp,bp,2588,1
186622728032,RSPB,RSPB,2169,120
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2033,25
45986010500,Barnardo's,Barnardo's,1948,28
799576543492660,The Week Junior,The Week Junior,1512,40
10677003998,Shelter,Shelter,1498,269
403187191250,Soccer Aid,UNICEF UK,1282,137
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1241,16
7043497714,Christian Aid,Christian Aid,1159,27
111890118077986,Diesel Emissions,Diesel Emissions,1144,35
7214031395,Oxfam Great Britain,Oxfam Great Britain,1106,40
35671512696,World Animal Protection UK,World Animal Protection UK,1065,57
167898406587045,Holiday Extras,Holiday Extras,956,4
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,934,24
121936349543,World Vision UK,World Vision UK,928,53
177855115588808,The Week UK,The Week UK,928,37
569834799727730,National Grid UK,National Grid UK,824,38
34044296391,Surfers Against Sewage,Surfers Against Sewage,799,102
10114144851,NSPCC,NSPCC,767,5
103662352102391,Family Debt Help,Ian Keith Parsons,763,9
209644529058679,McDonald's,These ads ran without a disclaimer,699,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,619,4
7527864602,WaterAid UK,WaterAid UK,585,45
220513170893,Ripple Effect,Send a Cow,531,8
353224381469808,ifaw,IFAW,518,47
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,513,15
117476785190,Save the Children UK,Save the Children UK,510,18
1660600037490738,Guardian Labs,Guardian Labs,490,16
59367068326,The Ramblers,The Ramblers,456,33
693990677314288,Royal London,Royal London,452,3
139695000173,Good Energy UK,Good Energy,449,149
1738524969810037,Mission India UK,Mission India UK,420,2
175338329150218,Help For Heroes,Help for Heroes,415,5
127031794038958,Blue Marine Foundation,Blue Marine Foundation,407,48
47612991154,Dignity in Dying,Dignity in Dying,395,41
123311187737843,GSK,GSK,383,6
246872175166,Action Against Hunger UK,Action Against Hunger UK,381,180
195754307110390,Right To Life UK,Right To Life UK,372,24
158077247591710,Refuge,Refuge,367,29
220543443746,International Rescue Committee - UK,International Rescue Committee UK,363,21
18168505158,The Woodland Trust,Woodland Trust,353,5
25749647410,The Labour Party,The Labour Party,334,377
1382543595173440,Humane Society International - UK,Humane Society International - UK,334,3
26698813123,British Red Cross,British Red Cross,331,20
108951391565231,Help to Heat,Huw John Llewellyn,328,11
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,318,6
40952091012,Asthma + Lung UK,Asthma + Lung UK,309,13
274651352565844,Oltco Ltd,Oltco Ltd,293,131
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,292,3
8422578815,Soil Association,Soil Association,281,18
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,262,16
7624294394,Amnesty International UK,Amnesty International UK,258,24
111803601917868,Dan Korski for London Mayor,Dan Korski,238,7
47496679743,The Climate Coalition,The Climate Coalition,237,30
212038972186253,Transport for London,Transport for London,229,4
227427673437,Tree Aid,Tree Aid,221,17
23958741368,Southbank Centre,Southbank Centre,220,28
317158175535179,BitLife,These ads ran without a disclaimer,219,1
112845639376,Refugee Action,Refugee Action,200,55
169042736456594,All Out,All Out,197,26
290498754454402,European Movement UK,European Movement UK,194,5
601388547012748,Ecologi,Ecologi,192,65
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,179,44
105298484651843,SME Climate Hub,SME Climate Hub,179,28
1863944713844924,Best For Britain,Best for Britain,177,37
110538548040758,Care2 UK,John Ayling & Associates,175,13
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,165,27
131891836851920,MAF UK,Mission Aviation Fellowship UK,165,18
346684596111093,KinKind,KinKind Ltd,161,10
198081311536,"Natural History Museum, London","Natural History Museum, London",158,11
698773137204706,Give My View,Built-ID,153,4
102663112514642,Greater Manchester Violence Reduction Unit,Greater Manchester Combined Authority,153,3
101255718164248,350 UK,350.org,152,21
101558386889,Shelter Scotland,Shelter Scotland,148,9
135456716565905,Guardian Jobs,Guardian Jobs,141,16
208573062515662,Freedom from Torture,Freedom from Torture,140,40
107485499287,Reprieve,Reprieve,140,20
7950759473,Cancer Research UK,Cancer Research UK,139,1
18933990398,Stonewall,Stonewall UK,138,9
2352224541726783,Cancard,Cancard,123,1
89151782746,Fauna & Flora,Fauna & Flora International,123,92
111339325988454,The Coders Guild,The Coders Guild,122,6
249209468838241,Good Law Project,Good Law Project,121,64
1046117708754519,Care4Calais,Care4Calais,119,10
238394282845251,The Big Issue,The Big Issue,114,1
490007667679401,Hugh James,Hugh James,113,3
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,112,34
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,111,1
40409120801,Refugee Council,Refugee Council,110,4
165099760197787,Welsh Government,Welsh Government,110,29
101417935420997,Future Ready Fuel,OFTEC,108,5
358706239805,Scope,Scope,103,3
104768005247443,Say No To WHO,Say no to WHO,103,7
