Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
100166199425187,MP huyền phi,These ads ran without a disclaimer,15764253,40
1896717760436363,Hạnh Hải Osaka . ハインハイ大阪,These ads ran without a disclaimer,835355,7
344080249346339,Thago Furniture - Nội Thất Chất Lượng Cao,These ads ran without a disclaimer,531663,1
102461228038490,Đất nền - Nhà Phố,These ads ran without a disclaimer,170020,2
919479674872321,Báo Nghệ An,Báo Nghệ An,90483,2
109394273995175,Shop An,These ads ran without a disclaimer,38516,1
102094569338202,Hạnh Hải Osaka ハインハイ大阪,These ads ran without a disclaimer,25567,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,15017,1
102235558816218,Vato9's Zone,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
211278712925199,Amnesty International,These ads ran without a disclaimer,≤100,1
570175473079180,国际特赦组织中文 Amnesty International Chinese,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
