Location name,Amount spent (USD)
Alabama,9379
Alaska,2314
American Samoa,≤100
Arizona,23903
Arkansas,6501
California,87201
Colorado,22034
Connecticut,10813
Delaware,3443
Florida,54352
Georgia,24934
Guam,≤100
Hawaii,2685
Idaho,3686
Illinois,27694
Indiana,12977
Iowa,7942
Kansas,6760
Kentucky,9457
Louisiana,18113
Maine,7312
Maryland,22341
Massachusetts,14566
Michigan,32252
Minnesota,14397
Mississippi,6386
Missouri,13207
Montana,3836
Nebraska,3667
Nevada,14768
New Hampshire,6073
New Jersey,35380
New Mexico,4976
New York,56538
North Carolina,28030
North Dakota,1684
Northern Mariana Islands,≤100
Ohio,30557
Oklahoma,10335
Oregon,11141
Pennsylvania,43419
Puerto Rico,≤100
Rhode Island,4491
South Carolina,13045
South Dakota,2067
Tennessee,15690
Texas,86756
Unknown,≤100
Utah,7546
Vermont,1330
Virgin Islands (U.S.),≤100
Virginia,34000
Washington,15745
"Washington, District of Columbia",8765
West Virginia,6205
Wisconsin,19983
Wyoming,1326
