Location name,Amount spent (CHF)
Aargau,128
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,122
Basel-Landschaft,≤100
Bern,220
Canton of Geneva,217
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,≤100
Fribourg,106
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,114
Unknown,≤100
Uri,≤100
Valais,128
Vaud,323
Zug,245
Zürich,502
