Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,89911,14
110462711892232,DK TV,Demokratikus Koalíció,63005,5
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,36660,41
248172631940,Mandiner,Mediaworks Hungary Zrt.,33966,8
108346693873484,Győrffy Balázs,Balazs Gyorffy,33820,4
178362315106,European Parliament,European Parliament,31251,2
191461774219575,hirado.hu,hirado.hu,30491,20
1534911313439123,Ripost,Ripost,27236,4
594088897289853,Alapjogokért Központ,Alapjogokért Központ,27181,21
298090296092,Orbán Viktor,Fidesz,26535,3
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,25975,7
112872841638481,Jászberény többet érdemel,Jászságszava,24572,19
100299381703981,Ps TV,PestiSrácok.hu,22699,5
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,22349,4
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,22309,5
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,22178,4
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,20626,4
592204747588011,Momentum Mozgalom,Momentum Mozgalom,20259,13
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,17931,2
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,14290,2
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,13799,30
1377431695828132,Nagy István,Dr. Nagy István,13361,3
54779960819,United Nations,United Nations with Facebook Ad Credits,13180,9
152408681635243,Hírklikk.hu,Hírklikk.hu,12191,2
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,12088,6
431912934327201,Lőcsei Lajos,Momentum Mozgalom,11712,1
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,11090,19
196431174341272,József Felföldi,József Felföldi,10915,2
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",10178,2
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,10170,3
451844608304228,Metropol,Metropol,9753,3
103478164920832,Rubicon Intézet,Rubicon Intézet,9166,12
100905288315705,Jelen hetilap,Liberty Press Kft.,8241,8
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,8155,1
422134944867351,Borsod24,Esélyegyenlőség és Fenntarthatóság Egyesület,8130,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,7227,6
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,6822,7
76748198685,Budapest Pride,Budapest Pride,6629,4
108248022589754,Bosch Magyarország,Bosch Magyarország,6620,5
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,6601,2
131283758531,HVG,HVG Kiadó ZRt.,6030,4
108087758588692,Talabér Krisztián Nézőpontja,Nézőpont,5339,1
296310837699,vaol.hu,Mediaworks Hungary Zrt.,5120,2
256032748317057,Színes Erzsébetváros,Színes Erzsébetváros,5046,1
408924035951553,Körforrás,Körforrás,4955,5
1237616006358749,Kékes Online,Kékes Online,4890,8
1215492498464496,Angyal Károly,Angyal Károly Tibor,4796,4
221761091331222,Danube Institute,Danube Institute,4764,9
105502298248126,Civilek Infó,Kövess minket 2022 Kft.,4568,3
102426795954406,Nobilis Márton,Nobilis Márton,4455,7
147633001941737,kisalfold.hu,kisalfold.hu,4275,2
320986996098,zaol.hu,Mediaworks Hungary Zrt.,4208,2
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,4199,8
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4191,2
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,4164,2
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,4056,2
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,3837,3
122922027734811,feol.hu,Mediaworks Hungary Zrt.,3807,2
162344823835042,atlatszo.hu,atlatszo.hu,3805,5
432445257544169,Global City Community,These ads ran without a disclaimer,3745,10
1627127484170228,NHC24,Mediaworks Hungary Zrt.,3454,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,3438,2
1788976674749685,Törő Gábor,Törő Gábor,3385,6
