Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,2970167
Apure,745017
Aragua,3533933
Barinas,1620080
Bolívar (state),3272669
Capital District,8675391
Carabobo,34444217
Cojedes,657523
Delta Amacuro,457505
Falcón,2071360
Guárico,1488823
Lara,3405217
Miranda (state),3100129
Monagas,1353845
Mérida,3650113
Nueva Esparta,1186317
Portuguesa,1850082
Sucre,1227528
Trujillo,1376339
Táchira,7478970
Unknown,30000
Vargas,882543
Yaracuy,1550076
Zulia,48414557
