Location name,Amount spent (BRL)
Acre (state),763
Alagoas,3473
Amapá,1258
Amazonas,4755
Bahia,13641
Ceará,10314
Espírito Santo,4499
Federal District,7009
Goiás,8613
Maranhão,6226
Mato Grosso,5942
Mato Grosso do Sul,4452
Minas Gerais,26228
Paraná,15732
Paraíba,4045
Pará,7357
Pernambuco,10237
Piauí,3650
Rio Grande do Norte,3847
Rio Grande do Sul,19880
Rio de Janeiro (state),25072
Rondônia,2646
Roraima,1409
Santa Catarina,11644
Sergipe,3151
São Paulo (state),72656
Tocantins,1448
Unknown,≤100
