Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
532716330164048,Sole Núñez,PautaPY,1594673,31
102963512483270,PyElige,PY Elige,1400057,11
150229055012487,UNICEF Paraguay,UNICEF Paraguay,1383602,8
1468570519872644,Santiago Peña,PRANA SA,823279,6
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,628685,11
110447625137045,Pilar Callizo,PautaPY,481065,10
241512319274531,Sixto Pereira,Sixto Pereira,473304,3
102917519228790,Bruno Defelippe,Bruno Defelippe,408974,22
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,381873,4
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,367569,7
102266292553995,Sucia Política,Diego Ricardo Ramírez,349836,4
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,282357,8
103771265752808,Vysokolán,Stephan Vysokolán,278184,1
1547194582252394,Denis Lichi,Global Agencia,205717,4
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,204934,1
124476131441330,Partido Hagamos,Partido Hagamos,196708,2
325540631525675,En La Tecla,En la Tecla,193837,2
103373961784268,Giani Ramírez,Giani Ramírez,143797,6
103681832340596,Nelson Kpeto Cano,Kpeto Cano,137142,3
113351910838827,Alma Cívica,Alma Cívica,125507,6
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,121783,2
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,118470,3
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,116923,2
104430091943649,Juan Manuel Del Puerto. Senador 2023,Verenis Liliana Raquel Araujo Rojas,107609,4
153958777947957,Paulo Reichardt,Paulo Reichardt,90142,3
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,86675,8
105052422297773,Pedrito Gómez,Mario Alberto Velázquez Duarte,81941,2
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,80604,5
517426394969535,Ricardo Canese,Ricardo Canese,80595,2
103759862278474,Victor Miranda Py,Clicnovo,80527,5
943824938962084,Luis Fernando,Luis Fernando,74765,1
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,68068,2
945217102186450,Vidal Vázquez,Miguel Acosta Benitez,65886,1
102940895895901,Victor Herreros Gimenez,Victor Herreros,59999,3
614795685343483,Belén Maldonado,Belén Maldonado,59574,1
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,58565,2
108824810612735,Ing. Jorge Palazón,Jorge Palazon,57066,1
1151984808290856,Hugo Portillo,Hugo Portillo,55371,3
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,50117,1
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,43924,1
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,42590,3
196599783696918,Efrain Alegre,Efrain Alegre,41096,12
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,40040,1
1441704549436832,Regina Rios,Regina Rios Irala,36603,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,36329,1
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,34246,3
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,32898,3
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,29826,3
161156667809582,Leo Rubin,Leo Rubín,29722,2
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,29390,1
108982768685910,Cynthia Rios Diputada,Wilson Armoa,28770,3
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,28728,1
1403603539906921,Manu Morínigo Chaparro PY,Manu Morínigo Chaparro,28254,1
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,28251,3
103790065833334,Movimiento Humanista y Solidario,Movimiento Humanista y Solidario,27881,1
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,27690,6
108956608577334,Gaspar Centurión,Gaspar Centurión,26271,3
397788123735216,Pey Vargas,Pedro Jose Emmanuel Vargas Carnibella,22445,2
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,22171,2
100385868930919,Federico Wunderlich,DECIDE Movimiento Decisión Ciudadana y Democrática,20072,1
113828864913733,Carlos Escauriza,Carlos Escauriza,20059,1
102227579180699,Lilian Bogado,Lilian Rosana Bogado Correa,19964,2
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,18995,1
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,18662,2
1594044310858453,Caring | Church of Jesus Christ,These ads ran without a disclaimer,17716,2
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,16024,2
110259408342427,Walter Garcia,Walter Garcia,15998,1
107106825374681,Jesús Guapi,Jesús Fernando Guapi Narvaez,15655,1
1614322805515970,Heribel Echeverría Gómez,Heribel Echeverria Gomez,15057,1
876472822508954,Ahoracde,Portal Digital de Noticias AHORACDE,14881,2
105249395726210,Edgar Leite Resquin,Edgar Trinidad Leite Resquin,14818,1
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,14641,1
100486612607448,César Cardozo Diputado 2023. Itapúa.,Claudio César Cardozo Junghanns,14641,1
101676101965512,Cayito Cáceres Concejal,Cayo Cesar Cáceres Flores,13245,1
112692571431064,Jaime Samudio,Maria Irismar Armoa Diaz,12912,1
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,11496,1
101557432041474,Levi Leguizamón,Levi Leguizamón,11480,1
