Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1667
Bicol Region,7709
Cagayan Valley,6081
Calabarzon,39245
Caraga,5549
Central Luzon,24219
Central Visayas,15579
Cordillera Administrative Region,3022
Davao Region,8322
Eastern Visayas,7080
Ilocos Region,9631
Metro Manila,59886
Mimaropa,4386
Northern Mindanao,8127
Soccsksargen,5947
Unknown,≤100
Western Visayas,16818
Zamboanga Peninsula,7594
