Location name,Amount spent (VEF)
Amazonas,210015
Anzoátegui,4042680
Apure,1217565
Aragua,5390193
Barinas,5912640
Bolívar (state),4788023
Capital District,11180678
Carabobo,7910294
Cojedes,1000000
Delta Amacuro,250000
Falcón,2555112
Guárico,1827615
Lara,5250206
Miranda (state),4240172
Monagas,2000000
Mérida,3782630
Nueva Esparta,1500000
Portuguesa,2500000
Sucre,1540090
Trujillo,1640079
Táchira,7965179
Unknown,25000
Vargas,1500045
Yaracuy,2350093
Zulia,22460564
