Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
102918915827968,КОЛО ЖИТТЯ,an advertiser in Ukraine,556,30
100350858772254,Київська школа державного управління ім. С. Нижного,an advertiser in Ukraine,164,29
113787063315922,Institute of Cognitive Modeling,an advertiser in Ukraine,145,2
115449543182317,Михайло Ананченко,an advertiser in Ukraine,105,2
236444853397672,Grohe Ukraine,an advertiser in Ukraine,≤100,10
115405411859145,РБК Україна,an advertiser in Ukraine,≤100,4
100478358273708,Благодійний фонд Вадима Столара,an advertiser in Ukraine,≤100,13
255980704438625,Вікна-новини,an advertiser in Ukraine,≤100,13
137683926302365,Факти ICTV,an advertiser in Ukraine,≤100,5
218630044858401,Kyiv Post,an advertiser in Ukraine,≤100,7
554235808117359,Новости Украины - From-UA,an advertiser in Ukraine,≤100,1
1660869544168884,Детектор медіа,an advertiser in Ukraine,≤100,8
110035805045463,All4Ukraine - Support Ukrainе,an advertiser in Ukraine,≤100,5
104214579024457,"Офіс партії ""Слуга Народу""  Деснянський район",an advertiser in Ukraine,≤100,2
144958328899162,Mind. UA,an advertiser in Ukraine,≤100,6
478651755669167,Відповідальні Українці,an advertiser in Ukraine,≤100,2
105037671973596,"Благодійний Фонд ""Світло допомоги""",an advertiser in Ukraine,≤100,2
103397998440002,Віолета Лабазюк - офіційна сторінка,an advertiser in Ukraine,≤100,17
542283352532085,espreso.tv,an advertiser in Ukraine,≤100,3
116343988005629,Дніпровська Панорама +,an advertiser in Ukraine,≤100,21
712578428942960,Заборона,an advertiser in Ukraine,≤100,4
106472271534426,Новини.LIVE,an advertiser in Ukraine,≤100,2
112137425081591,Olexandr Kazakov,an advertiser in Ukraine,≤100,4
347760042574200,Слуга Народу - Горобець Олександр - Округ 95,an advertiser in Ukraine,≤100,9
884090741649358,Peter Zalmayev,an advertiser in Ukraine,≤100,6
100137612150549,"Партія ""Рідний Дім"" Бровари",an advertiser in Ukraine,≤100,2
1958166387775265,Ірина Борзова Народний депутат України,an advertiser in Ukraine,≤100,2
104897049147258,Андрій Одарченко,an advertiser in Ukraine,≤100,1
297497127565009,Володимир Гой,an advertiser in Ukraine,≤100,1
100735626037889,Razom We Stand,an advertiser in Ukraine,≤100,1
157370307754844,"ЦГП ""Альменда""/CCE ""Almenda""",an advertiser in Ukraine,≤100,1
600763997245827,БезБрехні,an advertiser in Ukraine,≤100,1
110528574136320,Георгій Біркадзе,an advertiser in Ukraine,≤100,9
163096590378018,Україна - новини та події,an advertiser in Ukraine,≤100,1
384560391652326,Харьков. Комментарии - Новости и события,an advertiser in Ukraine,≤100,1
103307102068471,Еспресо Політика,an advertiser in Ukraine,≤100,1
733576630130723,International Mayors Summit,an advertiser in Ukraine,≤100,7
101480251735173,Олександр Лукашов голова комісії з питань екології м.Кам'янське,an advertiser in Ukraine,≤100,1
103859438670823,Сергій Лабазюк - офіційна сторінка,an advertiser in Ukraine,≤100,8
759385594170655,Gwara Media,an advertiser in Ukraine,≤100,12
128903083873345,The Village Україна,an advertiser in Ukraine,≤100,1
110214383738839,Лига Информ,an advertiser in Ukraine,≤100,1
137614642919660,LIGA.net,an advertiser in Ukraine,≤100,2
