Location name,Amount spent (CZK)
Central Bohemian Region,9472
Hradec Králové Region,4184
Karlovy Vary Region,2133
Liberec Region,3093
Moravian-Silesian Region,9436
Olomouc Region,4933
Pardubice Region,4068
Plzeň Region,4716
Prague,19335
South Bohemian Region,4498
South Moravian Region,11020
Unknown,≤100
Vysočina Region,3456
Zlín Region,4343
Ústí nad Labem Region,8492
