Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
122074554119,EU Social,EU Social,9927,7
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",4827,7
361281313901258,Komerční banka,"Komerční banka, a.s.",4637,24
178362315106,European Parliament,European Parliament,2279,5
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1835,10
356451014434612,Marian Jurečka,KDU-ČSL,1681,12
107898832590939,European Commission,European Commission,1087,2
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,1053,1
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,1021,1
424114981002397,Český rozhlas Plus,Český rozhlas,933,22
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,929,1
214827221987263,Andrej Babiš,Andrej Babiš,909,7
52479821102,Týdeník Respekt,Týdeník Respekt,885,5
197010357446014,Ondřej Prokop,Ondrej Prokop,860,2
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,730,4
267751653384029,Pardubický kraj,Pardubický kraj,724,1
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,696,12
693725074166331,Naše zdravotnictví,Naše zdravotnictví,656,5
101279652413889,SPOLU pro Prahu,SPOLU Praha,637,2
251656685576,KDU-ČSL,KDU-ČSL,630,4
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,592,8
944792105610443,PRAHA SOBĚ,PRAHA SOBĚ,577,1
733410133337387,Michaela Šojdrová,Michaela Šojdrová,564,22
579215965436046,JSNS,JSNS,544,15
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,532,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",518,6
1469427909957890,Reportér magazín,Reportér magazín,514,2
56987874554,Liga otevřených mužů,Liga otevřených mužů,503,1
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,499,4
90002267161,TOP 09,TOP 09,474,9
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,473,4
109323929038,Česká pirátská strana,Česká pirátská strana,458,2
317158175535179,BitLife,These ads ran without a disclaimer,446,3
169946526003,Nadace Partnerství,Nadace Partnerství,433,1
711658465662315,XTV,XTV,433,10
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,363,7
