Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,1824,16
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
277122708999234,Casa McGregor,Carolina Nohemy Gutierrez Alvarado,≤100,1
1853157721481969,Roche Costa Rica,These ads ran without a disclaimer,≤100,1
112275231814174,,These ads ran without a disclaimer,≤100,1
1339371959436992,哥倫布 Columbus,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
243061932395739,ConSalud.es,These ads ran without a disclaimer,≤100,1
199280106773010,Heritage Auctions Sports,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,5
