Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
216911928319871,Banco Bci,Banco Bci,420048,4
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,378072,2
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,96042,4
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,88376,4
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,84645,4
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,44984,3
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,42438,8
103916934813191,HIF,HIF Global,39004,2
1053904371304329,Metro21,Metro21,37510,7
109339288407350,Santuario Quitralco,Santuario Quitralco,32521,2
104224427947088,Circula el Plástico,Metrix,32253,10
110253331322287,Acuerdo Nacional Ahora,Acuerdo Nacional Ahora,30593,3
317374934946185,AIEP,Instituto Profesional AIEP,23765,1
104487498154013,Agenda Transparencia,Agenda Transparencia,21219,1
110951722267366,World Vision Chile,World Vision Chile,19603,1
322307658150024,Rodrigo Wainraihgt Galilea,Rodrigo Javier Wainraihgt Galilea,18522,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,17810,6
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,16917,1
100447419569628,Demócratas Chile,Demócratas,16241,64
121717528487698,Confidence Chile,Confidence Chile SPA,15395,24
295886120554128,Polpaico,Cemento Polpaico SA,14973,2
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,13437,1
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,12731,2
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,12299,1
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,11793,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,11227,1
103030962615298,Chile YAAC,Chile YAAC,10396,1
580663538777736,Consejo Minero,Feedback Comunicaciones,9919,1
643513979193133,Unidos por Beatriz,Neuma,9644,7
2241589689235454,Horacio Lobos Azócar,Horacio Lobos,9497,3
198921630648476,Vidrios Lirquen,Vidrios Lirquen,7244,1
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,6878,3
118974348725735,Nataly Campusano,Nataly Campusano Díaz,6441,1
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,5937,2
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,5599,1
39532315173,Marcos Ilabaca Cerda,Marcos Ilabaca Cerda,5482,1
1843354599272180,Américo Guajardo Oyarce - Alcalde de Río Claro,Américo Gustavo Guajardo Oyarce,5386,1
120372434674223,ACHS Asociación Chilena de Seguridad,Asociación Chilena de Seguridad ACHS,5240,1
763887853794135,Camilo Benavente,Camilo Francisco Benavente Jiménez,5000,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,4935,3
274390833063043,Cristina Bravo Castro,Cristina Andrea Bravo Castro,4839,4
173417548106840,Natalia Romero,Natalia Angelica Romero Talguia,4800,1
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,4339,16
1844662035793976,Diputado Mauro González Villarroel,Mauro Daniel González Villarroel,4291,2
115110684778617,Chilenos a España,Chilenos a España,4244,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,4244,4
1838348886396892,Rodrigo Gorigoitia Muñoz,Rodrigo Alex Gorigoitia Muñoz,4168,1
