Location name,Amount spent (CLP)
Antofagasta Region,48403
Araucanía Region,95812
Arica y Parinacota Region,18802
Atacama Region,13250
Aysén Region,8148
Bío Bío Region,211362
Coquimbo Region,76720
Los Lagos Region,75521
Los Ríos Region,21265
Magallanes y la Antártica Chilena Region,11467
Maule Region,82911
O'Higgins Region,73978
Santiago Metropolitan Region,556321
Tarapacá Region,36265
Unknown,138
Valparaíso Region,120218
