Location name,Amount spent (TWD)
Changhua,9801
Chiayi,2454
Hsinchu,4246
Hsinchu City,7561
Hualien,2778
Kaohsiung,31832
Keelung City,3714
Kinmen,555
Lienchiang,≤100
Miaoli,4744
Nantou,5313
New Taipei City,52052
Penghu,835
Pingtung,9476
Taichung,38346
Tainan,20752
Taipei,36806
Taitung,1901
Taoyuan City,31418
Unknown,4844
Yilan,3391
Yunlin,5678
