Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,4951,50
7214031395,Oxfam Great Britain,Oxfam Great Britain,3904,124
102639461303190,Fair Pay For All,Fair Pay For All,3385,105
7715002593,UNICEF UK,Unicef UK,2837,31
35671512696,World Animal Protection UK,World Animal Protection UK,2663,99
321116781287149,e.on,E.ON UK,2535,14
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2182,44
158077247591710,Refuge,Refuge,2140,155
9250349228,Greenpeace UK,Greenpeace UK,2008,15
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1908,29
10677003998,Shelter,Shelter,1557,214
7043497714,Christian Aid,Christian Aid,1346,34
186622728032,RSPB,RSPB,1278,102
121936349543,World Vision UK,World Vision UK,1227,56
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1190,28
407834355957354,NatWest Business,NatWest Group plc,1158,12
799576543492660,The Week Junior,The Week Junior,1069,78
13047522725,Crimestoppers,Crimestoppers,1042,73
97708339756,Action for Children,Action for Children,883,20
117476785190,Save the Children UK,Save the Children UK,883,54
7527864602,WaterAid UK,WaterAid UK,882,46
116625838402686,FareShare,FareShare,861,103
101958682650112,ESG UK,Energy Saving Grants,694,73
208573062515662,Freedom from Torture,Freedom from Torture,624,13
212038972186253,Transport for London,Transport for London,602,4
220543443746,International Rescue Committee - UK,International Rescue Committee UK,579,22
268801635305,Breast Cancer Now,Breast Cancer Now,554,12
59367068326,The Ramblers,The Ramblers,547,8
177855115588808,The Week UK,The Week UK,535,30
104768005247443,Say No To WHO,Say no to WHO,483,8
569834799727730,National Grid UK,National Grid UK,480,4
139695000173,Good Energy UK,Good Energy,451,208
6233536938,War Child UK,War Child UK,442,3
175338329150218,Help For Heroes,Help for Heroes,432,21
353224381469808,ifaw,IFAW,414,41
167898406587045,Holiday Extras,Holiday Extras,411,6
1382543595173440,Humane Society International - UK,Humane Society International - UK,382,3
195754307110390,Right To Life UK,Right To Life UK,344,24
249209468838241,Good Law Project,Good Law Project,338,81
40409120801,Refugee Council,Refugee Council,314,11
266790296879,Bloomberg,These ads ran without a disclaimer,312,1
18044497940,Plan International UK,Plan International UK,302,12
274651352565844,Oltco Ltd,Oltco Ltd,291,136
109602554296513,Your Funded Energy Solution,Your Funded Energy Solution,284,23
529056943947948,Home Office,Home Office,283,4
145720895488822,Back Up,Back-Up Trust,282,30
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,258,22
220513170893,Ripple Effect,Send a Cow,242,10
47612991154,Dignity in Dying,Dignity in Dying,239,15
246872175166,Action Against Hunger UK,Action Against Hunger UK,232,92
127031794038958,Blue Marine Foundation,Blue Marine Foundation,227,83
802671466445707,Product Earth,Product Earth,220,13
97116898596,Sightsavers,Sightsavers,213,32
53108467689,National Lottery Good Causes,The National Lottery,213,6
108951391565231,Help to Heat,Help to Heat,211,32
135456716565905,Guardian Jobs,Guardian Jobs,208,25
169042736456594,All Out,All Out,207,35
1634484040190637,VERSUS,VERSUS,201,1
1660600037490738,Guardian Labs,Guardian Labs,197,14
112845639376,Refugee Action,Refugee Action,195,32
113381307050565,Wild Justice,Wild Justice,195,1
290498754454402,European Movement UK,European Movement UK,186,2
113215130125895,SwiftReg,These ads ran without a disclaimer,184,1
100378626464924,Respect Britain's Heritage,Restore Trust,176,22
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,172,16
358706239805,Scope,Scope,170,5
