Location name,Amount spent (BRL)
Acre (state),593
Alagoas,2083
Amapá,583
Amazonas,3418
Bahia,13338
Ceará,8383
Espírito Santo,2775
Federal District,2928
Goiás,4530
Maranhão,3633
Mato Grosso,3448
Mato Grosso do Sul,2171
Minas Gerais,14006
Paraná,6541
Paraíba,3604
Pará,5085
Pernambuco,7075
Piauí,1909
Rio Grande do Norte,2639
Rio Grande do Sul,7754
Rio de Janeiro (state),14379
Rondônia,3295
Roraima,659
Santa Catarina,7473
Sergipe,1259
São Paulo (state),49970
Tocantins,1209
Unknown,2049
