Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
12860228293,Politiken,Politiken,11287,36
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5587,35
65929129383,Røde Kors,Røde Kors,5340,45
126543540781090,Ældre Sagen,Ældre Sagen,3654,22
26458152911,SOS Børnebyerne,SOS Børnebyerne,3210,21
188067981214220,Forskningens Døgn,Uddannelses- og Forskningsministeriet,3082,1
399210657232918,PlanBørnefonden,PlanBørnefonden,2821,20
110321008383861,Red Barnets landsindsamling,Red Barnet,2641,134
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,2178,18
66328502645,Dagbladet Information,Dagbladet Information,2061,16
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,1933,6
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1932,33
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1839,10
12787473132,Berlingske,Berlingske,1785,32
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1709,43
55365680705,Greenpeace Danmark,Greenpeace Danmark,1675,31
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1654,6
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1460,14
867877683280051,Weekendavisen,Weekendavisen,1369,26
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1352,1
121570596369,CARE Danmark,CARE i Danmark,1316,15
1029970060346902,EWII,EWII A/S,1244,1
304554445813,Videncentret Bolius,Videncentret Bolius,1197,13
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,1088,2
154415494575789,IDA,IDA,980,6
133707013355759,Danner,Danner,974,1
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),935,2
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,934,18
748887235210811,Obton Forvaltning A/S,Obton A/S,922,7
110074700906511,Metin Lindved Aydin - Radikale Venstre,Metin Lindved Aydin,836,1
102154048301476,Lederstof.dk,Lederne,836,26
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,672,8
250994288337708,Sex og Samfund,Sex og Samfund,648,4
304554445813,Videncentret Bolius,Bolius,640,3
130388840342741,Danske Bank,Danske Bank,639,5
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,625,4
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,621,3
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,619,9
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,578,1
22030968736,Anima,Anima,574,1
246977185497434,Plastic Change,Plastic Change,565,29
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,548,13
