Location name,Amount spent (EUR)
Andalusia,3105
Aragón,448
Balearic Islands,495
Cantabria,183
Castilla y Leon,521
Castilla-La Mancha,456
Cataluña,3347
Comunidad Valenciana,1722
Comunidad de Madrid,2367
Extremadura,547
Galicia,778
Islas Canarias,1155
La Rioja,≤100
Navarra,212
País Vasco,921
Principality of Asturias,376
Region of Murcia,392
Unknown,≤100
