Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,48500000,2
94005676787,Hitachi Vantara,These ads ran without a disclaimer,9500000,1
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,5029997,10
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,5000000,2
102570162623873,tadeosilvalaw,These ads ran without a disclaimer,5000000,1
11449543593,Carlos Ocariz,an advertiser in Venezuela,5000000,6
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,3750000,2
596206767151427,Julio Borges,an advertiser in Venezuela,2500000,3
150129451747062,Fundarte Alcaldia,an advertiser in Venezuela,1984999,1
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,1257499,1
568134956712968,Orlando Chacón,an advertiser in Venezuela,1000000,1
727525873949086,EPA Venezuela,These ads ran without a disclaimer,1000000,2
272292293522,Donna Mee Beauty Expert and Educator,These ads ran without a disclaimer,175000,1
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,101179,1
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,22500,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
71613839321,Merca2.0,These ads ran without a disclaimer,≤100,2
101358036245588,App Leap,These ads ran without a disclaimer,≤100,1
106651332335494,Marketing para psicólogos,These ads ran without a disclaimer,≤100,1
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,1
320764908366958,诛仙-中国第一仙侠手游,These ads ran without a disclaimer,≤100,1
100413328754140,We Will Rank You podcast,These ads ran without a disclaimer,≤100,1
