Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,42131,27
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,12151,23
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,4954,2
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,4256,8
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",3665,3
178362315106,European Parliament,European Parliament,3172,13
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,3029,6
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2706,9
495496033796328,Stanislav Blaha,Stanislav Blaha,2625,8
52479821102,Týdeník Respekt,Týdeník Respekt,2518,10
107898832590939,European Commission,European Commission,2097,4
361281313901258,Komerční banka,These ads ran without a disclaimer,1995,1
397919187215,Evropská komise v ČR,Evropská komise v ČR,1973,1
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,1925,7
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1819,5
143332019059223,DOC Mercury,Jakub Lorenc,1782,1
356451014434612,Marian Jurečka,KDU-ČSL,1212,7
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1009,6
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,959,6
55408246161,Amnesty International ČR,Amnesty International ČR,957,1
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,911,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",878,9
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,849,2
424114981002397,Český rozhlas Plus,Český rozhlas,833,21
384187235387895,Alena Schillerová,Alena Schillerová,825,2
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,746,1
1956144064659620,BlueTV,Aliance pro budoucnost,741,1
549810151781648,VŠB - Technická univerzita Ostrava,Vysoká škola báňská - Technická univerzita Ostrava,702,1
711658465662315,XTV,XTV,634,13
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,615,2
693725074166331,Naše zdravotnictví,Naše zdravotnictví,603,3
137778619615350,Voyo.cz,TV Nova s. r. o.,603,2
102826978386822,Donart Film,"DONART PRODUCTION, s.r.o.",587,3
90002267161,TOP 09,TOP 09,580,4
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,565,1
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,560,4
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,549,4
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,545,19
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",541,2
107996628144164,PRAHA 6 SOBĚ,PRAHA SOBĚ,526,6
1469427909957890,Reportér magazín,Reportér magazín,506,1
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,461,1
287724754662359,HateFree Culture,HateFree Culture,460,2
822146574595819,Agrární komora České republiky,Agrární komora České republiky,428,2
251656685576,KDU-ČSL,KDU-ČSL,428,2
171936526824,EKONOM.cz,"Economia, a.s.",423,3
199064530104466,Hodina Země ČR,ZO ČSOP Veronica,415,5
43855944703,Svobodní,Svobodní,406,2
823788047675556,Call of War,These ads ran without a disclaimer,376,2
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,366,6
114236067117538,Zbyněk Miklík,Zbyněk Miklík,362,1
