Location name,Amount spent (CHF)
Aargau,265
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,222
Basel-Landschaft,≤100
Bern,431
Canton of Geneva,328
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,203
Fribourg,189
Graubünden,≤100
Jura,≤100
Luzern,180
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,124
Thurgau,114
Ticino,136
Unknown,≤100
Uri,≤100
Valais,192
Vaud,403
Zug,≤100
Zürich,1417
