Location name,Amount spent (MYR)
Johor,477
Kedah,302
Kelantan,199
Kuala Lumpur,750
Labuan,≤100
Malacca,139
Negeri Sembilan,198
Pahang,363
Penang,221
Perak,314
Perlis,≤100
Putrajaya,≤100
Sabah,413
Sarawak,447
Selangor,1298
Terengganu,190
Unknown,≤100
