Location name,Amount spent (TRY)
Adana Province,835
Adıyaman Province,≤100
Afyonkarahisar Province,685
Aksaray Province,272
Amasya Province,≤100
Ankara Province,1760
Antalya Province,883
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,445
Ağrı Province,≤100
Balıkesir Province,519
Bartın Province,≤100
Batman Province,129
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,1256
Denizli Province,442
Diyarbakır Province,192
Düzce Province,112
Edirne Province,≤100
Elazığ Province,122
Erzincan Province,≤100
Erzurum Province,102
Eskişehir Province,542
Gaziantep Province,478
Giresun Province,137
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,375
Isparta Province,153
Istanbul Province,24527
Iğdır Province,≤100
Kahramanmaraş Province,204
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,370
Kilis Province,≤100
Kocaeli Province,556
Konya Province,556
Kütahya Province,146
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,121
Manisa Province,432
Mardin Province,125
Mersin Province,811
Muğla Province,486
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,180
Osmaniye Province,136
Rize Province,108
Sakarya Province,135
Samsun Province,1229
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,140
Tekirdağ Province,220
Tokat Province,131
Trabzon Province,262
Tunceli Province,≤100
Unknown,≤100
Uşak Province,128
Van Province,120
Yalova Province,115
Yozgat Province,≤100
Zonguldak Province,143
Çanakkale Province,353
Çankırı Province,≤100
Çorum Province,130
İzmir Province,3056
Şanlıurfa Province,237
Şırnak Province,≤100
