Location name,Amount spent (VND)
An Giang Province,43780
Bà Rịa–Vũng Tàu Province,78872
Bình Dương Province,200405
Bình Phước Province,44509
Bình Thuận Province,77741
Bình Định Province,59372
Bạc Liêu Province,12214
Bắc Giang Province,92665
Bắc Kạn Province,18086
Bắc Ninh Province,78191
Bến Tre Province,61953
Cao Bằng Province,29376
Cà Mau Province,34370
Cần Thơ,93367
Da Nang,72863
Gia Lai Province,57625
Haiphong,145033
Ho Chi Minh City,2350670
Hà Giang Province,31803
Hà Nam Province,31298
Hà Tĩnh Province,74692
Hòa Bình Province,64313
Hưng Yên Province,46965
Hải Dương Province,105998
Hậu Giang Province,17276
Khánh Hòa Province,70288
Kiên Giang Province,124265
Kon Tum Province,18509
Lai Châu Province,7279
Long An Province,44407
Lào Cai Province,66755
Lâm Đồng Province,60252
Lạng Sơn Province,49584
Nam Định Province,78706
Nghệ An Province,213282
Ninh Bình Province,53589
Ninh Thuận Province,17053
Phú Thọ Province,63988
Phú Yên Province,22487
Quảng Bình Province,69590
Quảng Nam Province,76540
Quảng Ngãi Province,188555
Quảng Ninh Province,92321
Quảng Trị Province,23187
Sóc Trăng Province,16192
Sơn La Province,58236
Thanh Hóa Province,234070
Thái Bình Province,64278
Thái Nguyên Province,85270
Thừa Thiên–Huế Province,42908
Tiền Giang Province,39024
Trà Vinh Province,11789
Tuyên Quang Province,124292
Tây Ninh Province,167971
Unknown,≤100
Vĩnh Long Province,45958
Vĩnh Phúc Province,74364
Yên Bái Province,38791
Điện Biên Province,54631
Đắk Lắk Province,80305
Đắk Nông Province,41908
Đồng Nai Province,156999
Đồng Tháp Province,17719
