Location name,Amount spent (ARS)
Buenos Aires,460145
Catamarca,30502
Chaco,47033
Chubut,73249
Ciudad Autónoma de Buenos Aires,108136
Corrientes,23003
Córdoba,1068404
Entre Rios,32700
Formosa,11310
Jujuy,8346
La Pampa,37690
La Rioja,11909
Mendoza,24199
Misiones,11950
Neuquén,104844
Río Negro,22037
Salta,46088
San Juan,19220
San Luis,41217
Santa Cruz,7525
Santa Fe,310870
Santiago del Estero,19722
Tierra del Fuego,21182
Tucuman,19917
Unknown,≤100
