Location name,Amount spent (EUR)
Central Finland,244
Central Ostrobothnia,≤100
Etelä-Savo,157
Kainuu,≤100
Kymenlaakso,162
Lapland (Finland),129
North Karelia,116
Northern Ostrobothnia,340
Ostrobothnia (region),171
Pirkanmaa,549
Pohjois-Savo,207
Päijät-Häme,225
Satakunta,166
South Karelia,150
Southern Ostrobothnia,189
Southwest Finland,483
Tavastia Proper,155
Unknown,≤100
Uusimaa,2421
Åland Islands,≤100
