Location name,Amount spent (EUR)
Attica (region),12141
Central Greece (region),950
Central Macedonia,3412
Crete,1505
Eastern Macedonia and Thrace,1049
Epirus (region),641
Ionian Islands (region),500
Northern Aegean,288
Peloponnese (region),1017
Southern Aegean,686
Thessaly,1353
Unknown,≤100
Western Greece,1497
Western Macedonia,349
