Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,34619,24
2214398435317853,CNN Prima NEWS,FTV Prima,7085,4
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,6491,4
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,2959,2
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,2698,7
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2353,8
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2332,9
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,2234,12
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,2094,10
251656685576,KDU-ČSL,KDU-ČSL,1902,21
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1523,7
356451014434612,Marian Jurečka,KDU-ČSL,1415,12
108726857444837,České zájmy v EU,DFMG,1397,3
143332019059223,DOC Mercury,Jakub Lorenc,1343,1
123858471641,iROZHLAS.cz,Český rozhlas,1327,4
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,1273,3
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,1240,19
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,1187,2
137778619615350,Voyo.cz,TV Nova s. r. o.,1169,4
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1140,16
120461304659141,O2 CZ,O2 Czech republic,1132,2
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,985,4
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",976,13
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",836,2
460558621177512,Zálohujme.cz,Zálohujme,727,2
424114981002397,Český rozhlas Plus,Český rozhlas,673,15
693725074166331,Naše zdravotnictví,Naše zdravotnictví,668,6
100201752249169,Spolu21,Občanská demokratická strana,666,2
495496033796328,Stanislav Blaha,Stanislav Blaha,621,5
102907672280977,Co bude dál?_________,NFSix.org,590,5
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,562,2
106248149037837,Whether,These ads ran without a disclaimer,555,9
52479821102,Týdeník Respekt,Týdeník Respekt,541,5
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,536,2
171936526824,EKONOM.cz,"Economia, a.s.",485,3
118636354851151,ODS Pardubice - oblastní sdružení,ODS - Občanská demokratická strana,476,1
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",456,6
101288484695293,Evropská soda,DFMG,427,1
103779080972210,Youradio Talk,Youradio Talk,399,4
178362315106,European Parliament,European Parliament,381,2
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,381,3
100113408672905,Probinex,Probinex,370,1
248770028560533,Integrační centrum Praha / Integration centre Prague,Integrační centrum Praha / Integration centre Prague,362,4
106940900140,Kafe.cz - pohoda pro ženy,VLTAVA LABE MEDIA a.s.,353,1
343857975108,AFS Mezikulturní programy - Czech Republic,AFS Mezikulturní programy o.p.s.,348,8
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",331,1
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,328,1
114236067117538,Zbyněk Miklík,Zbyněk Miklík,324,1
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,314,4
310340246475353,Nové Boleslavsko,Nadační fond ŠKODA AUTO,276,1
107563435940797,Skanska v ČR a SR,Skanska,252,5
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,230,2
1458827397686128,Koalice Vlasta,Koalice Vlasta,220,2
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,220,11
112063685472868,KDU-ČSL Karlovarský kraj,Krajská organizace Karlovarského kraje KDU-ČSL,217,1
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,214,6
321762510282,Michal Kučera,Michal Kučera,207,4
1900532106849242,Institut H21,Institute H21,201,4
1824133914469306,Ženy.cz,CZECH NEWS CENTER a. s.,200,1
284944781875,EURACTIV.cz,EURACTIV.cz,199,7
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,192,4
101196659513824,Maluniee,These ads ran without a disclaimer,192,3
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",191,2
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,182,3
104940818596176,Akordy Václava Hnátka,Michaela Kaufmanová,177,2
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,177,3
203885742927,PONEC - divadlo pro tanec,These ads ran without a disclaimer,176,1
105998488267274,Robert Teleky,KDU-ČSL,176,8
378827025796132,Peak.cz,Peak.cz,169,10
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,169,1
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš,168,4
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,161,1
278897495559360,Kraj Vysočina,Kraj Vysočina,148,1
567229570370422,Eva Decroix,Decroix Eva,145,2
113743658978459,Meltingpot,Meltingpot,139,1
271054846258904,Praha 3,Městská část Praha 3,138,4
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,138,2
282765711734893,Piráti Moravskoslezský kraj,Dedek Jakub,137,2
100713699374019,Richard Brabec,Richard Brabec,136,1
109494305284893,Tomáš Halva - radní Prahy 2,Halva Tomas,130,1
733410133337387,Michaela Šojdrová,Michaela Šojdrová,128,6
1701718886552103,Moje Evropa,Moje Evropa,127,1
101429731974678,Piráti Jihomoravský kraj,Pirátská strana - Jihomoravský kraj,124,4
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík,124,3
307710452690539,Starostové a nezávislí - Jihomoravský kraj,Starostové a nezávislí • STAN,121,2
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,117,2
201535993705342,Radim Sršeň,Radim Sršeň,116,1
124212050978293,Kverulant org,Kverulant org,108,3
101500052256658,Jan Kavalírek / zastupitel Praha 5,Jan Kavalírek,107,2
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,103,3
549351855145794,Michael Kohajda,Michael Kohajda,102,1
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,≤100,3
203833483473,Deník Referendum,Denik Referendum,≤100,1
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100,1
996724667073669,Piráti Ostrava,Dedek Jakub,≤100,2
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner,≤100,2
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100,1
112503423634725,Josef Bazala,KDU-ČSL,≤100,3
90002267161,TOP 09,TOP 09,≤100,2
317530692148022,Evropa v datech,Evropa v datech,≤100,2
539961099685892,Piráti Uherské Hradiště,Jakub Grós,≤100,1
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100,2
505222219639803,Diem25 v České republice,Lubos Tomsa,≤100,1
258581527631807,PRO ZNOJMO,PRO ZNOJMO,≤100,2
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100,2
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100,1
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100,1
155406703122,Arnika,Arnika - Centrum pro podporu občanů,≤100,6
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,≤100,2
176618874475277,Martina Ochodnická - poslankyně z Vysočiny,TOP 09,≤100,3
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100,2
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Starostové a nezávislí,≤100,1
2156599824411421,"Vojtěch Kos, starosta Prahy 12",Vojtěch Kos,≤100,1
106691471931611,PRAHA 2 SOBĚ,PRAHA SOBĚ,≤100,1
863704530313828,Nezávislá volba Šumperk,Filip Valenta,≤100,1
140958725929135,Pavel Čížek,STAN,≤100,1
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",≤100,1
1060889564019324,Tomáš Prouza,Commpanions,≤100,1
101729038539214,Chomutovská koalice,Michal Dorinský,≤100,1
161396423900274,Piráti Pardubický kraj,Česká pirátská strana,≤100,4
110208494972750,"Eva Rajchmanová, senátorka za Hodonínsko, Kyjovsko a Veselsko",KDU-ČSL,≤100,2
482433008501115,Future Landscapes,Tereza Domínová,≤100,1
126192198099,Richard Vereš,Veres Richard,≤100,1
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,Radovan Vích,≤100,1
122904381068079,divadlo Líšeň,Divadlo Líšeň z.s.,≤100,1
147547541961576,Council of the European Union,Council of the European Union,≤100,1
114216794363739,Žijeme Pardubice,ProPce21,≤100,1
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100,1
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100,2
113487364881416,Jiří Rezek - Váš místostarosta Plzně Jedničky,Jiří Rezek,≤100,1
106807568260950,Petr Liška,STAROSTOVÉ A NEZÁVISLÍ,≤100,1
1674362659292756,Piráti Praha 3,Česká pirátská strana,≤100,1
454610808347446,Rudolf Seifert - Koalice pro Holešov,Koalice pro Holešov,≤100,1
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100,1
103360719348709,Tech Baltic Oil,These ads ran without a disclaimer,≤100,1
106219981295816,PEPŘ - Pirátské epicentrum Přerov,Česká pirátská strana,≤100,1
104452639037483,Starostové a nezávislí Unhošť,Michal Turnhöfer,≤100,1
