Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,8267,4
339506493370193,Richard Sander,Richard Saul Sander Darín,715,4
462231230512015,Carlos Albisu,Carlos Gabriel Albisu Emed,658,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,463,3
502665456448329,Federico Barolin,These ads ran without a disclaimer,343,1
100641784733064,Sebastian Arballo,Sebastián Gabriel Arballo Fassi,191,1
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,≤100,1
462231230512015,Carlos Albisu,These ads ran without a disclaimer,≤100,1
738777416145406,The Agam Agenda,These ads ran without a disclaimer,≤100,4
101189622424531,Martin Sastre,These ads ran without a disclaimer,≤100,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
107504087800459,ZimVie Dental,These ads ran without a disclaimer,≤100,2
112836128299597,𝕿𝖍𝖊𝖚𝖘,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
675627625962585,Telintel,These ads ran without a disclaimer,≤100,1
112204527804029,Soluciones Integrales en Medio Ambiente,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
31121558686,BBVA Careers,These ads ran without a disclaimer,≤100,1
1594044310858453,Caring | Church of Jesus Christ,These ads ran without a disclaimer,≤100,2
316496640057,7iber,These ads ran without a disclaimer,≤100,2
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
