Location name,Amount spent (THB)
Amnat Charoen,2269
Ang Thong,1590
Ayutthaya,9355
Bangkok,240210
Bueng Kan,1613
Buriram,9253
Chachoengsao,4909
Chai Nat,1077
Chaiyaphum,4991
Chanthaburi,7775
Chiang Mai,98468
Chiang Rai,7933
Chon Buri,32361
Chumphon,3318
Kalasin,3250
Kamphaeng Phet,3765
Kanchanaburi,13021
Khon Kaen,21253
Krabi,14149
Lampang,5316
Lamphun,2851
Loei,2751
Lop Buri,3486
Mae Hong Son,4220
Maha Sarakham,3873
Mukdahan,1466
Nakhon Nayok,1671
Nakhon Pathom,7639
Nakhon Phanom,3831
Nakhon Ratchasima,18972
Nakhon Sawan,3891
Nakhon Si Thammarat,16228
Nan,1301
Narathiwat,2704
Nong Bua Lam Phu,2036
Nong Khai,2355
Nonthaburi,12586
Pathum Thani,18169
Pattani,4052
Phangnga,1831
Phatthalung,4918
Phayao,2726
Phetchabun,3778
Phetchaburi,3264
Phichit,3286
Phitsanulok,21023
Phrae,2078
Phuket,37893
Prachin Buri,2626
Prachuap Khiri Khan,3369
Ranong,1065
Ratchaburi,6061
Rayong,9145
Roi Et,5532
Sa Kaeo,3135
Sakon Nakhon,5584
Samut Prakan,16632
Samut Sakhon,8623
Samut Songkhram,1449
Saraburi,6024
Satun,1879
Sing Buri,928
Sisaket,5236
Songkhla,25686
Sukhothai,3123
Suphan Buri,11956
Surat Thani,15399
Surin,6763
Tak,2592
Trang,7984
Trat,3128
Ubon Ratchathani,8231
Udon Thani,7618
Unknown,≤100
Uthai Thani,938
Uttaradit,1617
Yala Province,2781
Yasothon,3398
