Location name,Amount spent (ISK)
Capital Region,72596
Eastern Region,3912
Northeastern Region,9615
Northwestern Region,1655
Southern Peninsula,6660
Southern Region,7795
Unknown,≤100
Western Region,1763
Westfjords,1800
