Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,38525,26
120343698070515,Liberální institut,Liberální institut,15294,5
2214398435317853,CNN Prima NEWS,FTV Prima,14953,2
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,8844,4
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,7042,12
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,3059,5
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,3010,7
120461304659141,O2 CZ,O2 Czech republic,2779,3
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2083,13
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2004,7
251656685576,KDU-ČSL,KDU-ČSL,1883,11
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1867,5
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1496,8
103059308644099,Replastuj.cz,Replastuj.cz,945,1
178362315106,European Parliament,European Parliament,930,12
356451014434612,Marian Jurečka,KDU-ČSL,899,8
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",882,2
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,866,6
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,856,7
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,835,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",828,10
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,806,4
579215965436046,JSNS,"Člověk v tísni, o.p.s.",763,3
103779080972210,Youradio Talk,Youradio Talk,729,6
137778619615350,Voyo.cz,TV Nova s. r. o.,723,6
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,705,12
197010357446014,Ondřej Prokop,Ondrej Prokop,689,3
