Location name,Amount spent (TWD)
Changhua,11442
Chiayi,3181
Hsinchu,4648
Hsinchu City,8067
Hualien,3401
Kaohsiung,35735
Keelung City,4848
Kinmen,617
Lienchiang,≤100
Miaoli,5555
Nantou,4463
New Taipei City,58900
Penghu,841
Pingtung,6744
Taichung,42637
Tainan,21898
Taipei,46572
Taitung,2365
Taoyuan City,34608
Unknown,6616
Yilan,3768
Yunlin,6202
