Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,2562,15
114601521910,Jorge Aldana,Jorge  Aldana,863,5
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,804,1
491553204198958,Revistazo.com,Revistazo.com,329,2
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,296,2
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,150,2
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,2
2243777035887858,Revista La Mañana,Sara Florencia Salgado Cortez,≤100,1
231908277423664,HORA CERO,These ads ran without a disclaimer,≤100,1
104599735671754,Goberna Honduras,Goberna Honduras,≤100,1
100111588412670,Abogado Ric Soto HN,Ricardo Soto Castro,≤100,1
363065267056199,Asociación de Organismos No Gubernamentales de Honduras (ASONOG),These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,8
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
106068488158725,Graduatez - College Journey,These ads ran without a disclaimer,≤100,4
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100,2
