Location name,Amount spent (CLP)
Antofagasta Region,107606
Araucanía Region,167620
Arica y Parinacota Region,31966
Atacama Region,42759
Aysén Region,16623
Bío Bío Region,264527
Coquimbo Region,192162
Los Lagos Region,125808
Los Ríos Region,57076
Magallanes y la Antártica Chilena Region,22984
Maule Region,162679
O'Higgins Region,264450
Santiago Metropolitan Region,1354672
Tarapacá Region,69167
Unknown,307
Valparaíso Region,271498
