Location name,Amount spent (VEF)
Amazonas,195719
Anzoátegui,5566486
Apure,2273880
Aragua,7280271
Barinas,4702016
Bolívar (state),7817671
Capital District,11714212
Carabobo,38897783
Cojedes,1504484
Delta Amacuro,373732
Falcón,3259535
Guárico,2747042
Lara,7318496
Miranda (state),5758040
Monagas,3274602
Mérida,5797502
Nueva Esparta,2427002
Portuguesa,3778673
Sucre,2773519
Trujillo,2386395
Táchira,7779947
Unknown,≤100
Vargas,1501855
Yaracuy,3376858
Zulia,33901543
