Location name,Amount spent (CLP)
Antofagasta Region,79543
Araucanía Region,120577
Arica y Parinacota Region,38257
Atacama Region,40102
Aysén Region,20578
Bío Bío Region,265968
Coquimbo Region,127486
Los Lagos Region,94442
Los Ríos Region,41369
Magallanes y la Antártica Chilena Region,18702
Maule Region,211042
O'Higgins Region,116268
Santiago Metropolitan Region,894476
Tarapacá Region,42450
Unknown,131
Valparaíso Region,203256
