Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,136501,8
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,52543,42
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,19745,40
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5706,1
216185339005067,Mommy Van,Red Mushroom Digital,5604,1
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",5155,2
117453778282133,PhilCare,PhilCare,5063,2
257830240980106,Ronnie Dadivas,Roxas City United,2550,6
163550757135020,News5,News5,2514,11
1566478310240623,Francis Tolentino,Francis Tolentino PH,1917,3
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,1857,4
112952897079549,Energy Development Corporation,Energy Development Corporation,1812,4
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1664,7
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1658,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,1610,3
185771248113677,Etihad Airways,These ads ran without a disclaimer,1585,1
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1512,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1460,3
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,1309,4
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1234,6
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),1163,2
325780477966356,Geo 24/7,Energy Development Corporation,1097,3
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1096,13
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,978,12
150375428333135,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",Office of the Presidential Adviser on the Peace Process (OPAPP),971,2
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,965,5
106352075165169,e-Boto,e-Boto,920,7
100170811672425,Kyusi,WFPH,908,9
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,827,9
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,814,8
186667502068528,Larry De Costa,WFPH,714,7
1922749344643532,The World Tonight,The World Tonight,694,7
111742241754894,Muhamad Allirana,These ads ran without a disclaimer,623,3
620563708319693,P4P - Power for People Coalition,CEED Philippines,612,3
110774773589020,Jonas Porto Labuguen,Elenita Camposagrado Pulido,570,2
48688071399,Greenpeace Philippines,Greenpeace Philippines,547,2
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,534,2
103688571287490,"Lanao Central College, Inc.- LCCI Official",Basem Radiaganding Manalao,501,2
105646971599355,Surigao Viral Issues,Surigao Viral Issues,500,1
104955062184489,BBM Movement,UEEI Consorcia Inc,486,1
952018388329788,Kathryna Yu-Pimentel,Kathryna Yu-Pimentel,470,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,467,2
190392254148,Congressman Mark Go,Congressman Mark Go,410,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,368,6
730640463621024,Tanauan Leyte - A Delightful Place,Tanauan Leyte - A Delightful Place,359,3
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,357,2
1400141540285408,Paolo Ortega -Paower,Paolo Ortega -Paower,335,2
100228085283881,Support to Bangsamoro Transition - Subatra,Kenny Erad Nodalo,328,3
110021974112031,Harold David Butardo,These ads ran without a disclaimer,324,1
110021974112031,Harold David Butardo,Harold David Butardo,319,1
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,318,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,317,5
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,310,1
1332938170076882,Tatak QC,Polsure,304,1
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,297,4
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,292,6
401967370677593,Art Mercado,Jhe-Rico Sam Soriano Colina,281,1
101834728655303,Inquirer Project Rebound,These ads ran without a disclaimer,269,1
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,266,2
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,259,1
110985836193,Loren Legarda,Clutch Media,247,2
331150954999781,We Effect Philippines,We Effect Philippines,243,1
454536418241945,MakeSense,MakeSense Asia,231,1
154386154617,WWF-Philippines,WWF-Philippines,229,1
103415108726472,Pareng Mike Yatco,Michael Gerard Thomas P. Yatco,229,1
705660422953865,About Metro Pacific,WFPH,219,2
100350859238580,Mayor Jassie Tañala,Amor U. Nacional,216,1
100100005165556,ALERTayo 2022,"IDEALS, Inc.",214,1
230137773679127,Rex Education,Rex Education,210,1
100770729339080,Cong. Wilbert Lee,Cong. Wilbert Lee,209,3
1849060368508330,Atty. Alex T. Lopez,Ian Jaye Elgincolin,189,2
104092505306470,"Mayor Jerry ""Jercans"" Canoy Jr.",Jerry Agustin Canoy Jr.,187,1
312768352778486,Atty. Gigi B. Aggabao CPA,Giorgidi Buza Aggabao,173,1
108155078312735,Councilor Carlo Mendoza,Jan Carlo Castro Mendoza,166,1
107092931016452,Negosyante News,Negosyante News,160,2
102242755468794,Rapid News PH Mindanao,Rapid News PH,159,2
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,157,1
101577009364201,PCL Agusan del Norte,PCL Agusan del Norte,156,1
115015826622320,Rapid News PH,Rapid News PH,156,2
105144021839699,Rapid News PH Visayas,Rapid News PH,156,2
456911724695392,Ipilan Nickel Corporation,Global Ferronickel Holdings Inc.,153,1
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,153,1
102338925458321,Rapid News PH Luzon,Rapid News PH,151,2
476794459408941,Pinas Forward PH,Pinas Forward PH,148,2
156752721080952,Sonny Angara,Sonny Angara,147,1
100171652392109,Madel Yorobe Alfelor,These ads ran without a disclaimer,137,1
101675408105787,Konsehal Bani Señar,Giovanni Andaya Señar,122,4
387099348540838,Vice Mayor Ninong Dela Cruz,Vice Mayor Ninong Dela Cruz,115,3
101630711240288,Atty. Ras Mitmug,Atty. Ras Mitmug,114,1
406656099381045,Jose Ma Montelibano's Blog,Jose Ma. Locsin Montelibano,107,1
101518838054472,Civil Defense Northern Mindanao - Region 10,Civil Defense Northern Mindanao - Region 10,106,1
1058962734159503,"Gov. Rogelio ""Ruel"" D. Pacquiao - Sarangani Province",Chris Yurong Perpetua,104,1
105691871912480,Joel B. Tingbaoen Jr.,Joel B. Tingbaoen,103,1
103376079124430,Natnat Cawaling - Paderes,Natnat Cawaling - Paderes,102,1
532990460082661,"Senator Ronald ""Bato"" Dela Rosa",Senate of the Philippines,101,1
102907729290658,Pilipinas Kong Mahal,The Message Booster Enterprise,≤100,3
547821942058909,Radyo Pilipinas Today,WFPH,≤100,2
100846639533926,Konseho ng Pilipino para sa Good Governance,The Daily Dosage Booster,≤100,1
519699361443605,Municipal Government of Tboli,Antonio Renubas Cabinbin Iv,≤100,1
100808062771943,Kap. Vanni Martinez,Albert Allan Coronel Ventura,≤100,1
100305568984268,EdukNaman,Philippine Business for Education,≤100,1
