Location name,Amount spent (NOK)
Akershus,8005
Aust-Agder,980
Buskerud,2379
Finnmark,627
Hedmark,2772
Hordaland,5730
Møre og Romsdal,2674
Nord-Trøndelag,1816
Nordland,2010
Oppland,2070
Oslo,8997
Rogaland,3981
Sogn og Fjordane,1249
Sør-Trøndelag,4733
Telemark,1944
Troms,1655
Unknown,≤100
Vest-Agder,1882
Vestfold,2434
Østfold,2135
