Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,9680,59
2387453467944128,Magallanes National High School - Agusan del Norte Division,These ads ran without a disclaimer,1685,2
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,1465,4
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,730,8
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,655,7
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,519,1
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,518,1
866153827088050,Bankawy - بنكاوى,Hany Adel,465,2
109229415256084,Arab British Academy,These ads ran without a disclaimer,450,1
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,424,1
707511176015990,علاء حمدى قريطم - Alaa Hamdy Koraitem,علاء حمدى قريطم - Alaa Hamdy Koraitem,373,4
666470146818916,مؤسسة جبر القلوب,Mohamed Elsafty,361,2
103004372363887,عماد الصباغ,عماد الصباغ,350,1
319044774889435,المركز الإعلامي للنائب هاني خضر,النائب هاني خضر,330,2
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار,325,2
110877857406073,المهندس حسام لبن,المهندس حسام لبن,307,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,303,7
104198795953934,جمعية أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,300,1
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,285,3
112132621789349,Support Youssef - عشان يوسف,Support Youssef - عشان يوسف,273,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,260,2
308088503057656,النائب محمود عصام,النائب محمود عصام,241,5
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,230,4
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,230,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,205,3
101516486048536,CDIS - Egypt Cybersecurity & Data Intelligence Systems Conference & Expo,CDIS Cybersecurity and Data Intelligence Conference and Expo,200,3
101413676017001,Box2Box مع محمد شبانة,محمد السيد عبد الستار,196,1
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,181,5
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,176,1
102326358236641,ملاعب اجيال - AJIAL,These ads ran without a disclaimer,163,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,156,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,153,4
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,137,2
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,119,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,117,4
211767829359945,مصر النهاردة,These ads ran without a disclaimer,109,1
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,105,1
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,محمود عبدالعال محمد,102,4
1994786354105727,النائب أحمد فرغلى,احمد فرغلى,102,1
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,101,1
166420296805460,حزب المحافظين,حزب المحافظين,≤100,1
111393504057042,د/ مها عبد الناصر,د/ مها عبد الناصر,≤100,2
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
1157903831033932,مؤسسة شباب المتوسط - Mediterranean Youth Foundation,These ads ran without a disclaimer,≤100,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,≤100,2
100989841697034,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,≤100,1
103429981452280,Hesham ElhagAly - هشام الحاج علي,Hesham Elhagaly,≤100,3
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,2
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,≤100,1
2298420967037841,النائب محمد عزت عرفات,النائب محمد عزت عرفات,≤100,2
106200552344919,المكتب الفنى للأستشارات القانونية و أعمال المحاماه,These ads ran without a disclaimer,≤100,1
103291013528894,Dr.Mokhtar Gomaa,Ahmed Zaatar,≤100,1
112161944845807,Nevein Basiouny,Muhammad Nash'at,≤100,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,Gehad Ali,≤100,1
