Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
116866194683083,شبكة وطن الإعلامية,Wattan,≤100,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
568444166596807,Social Developmental Forum- SDF,Atta Khaled Hammouda,≤100,1
100268935176128,Horizon Center,Horizon Center,≤100,1
693849664118236,صبحي عزالدين - Sobhi EZEDDiN,These ads ran without a disclaimer,≤100,1
334231304164582,وصلة,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
112197458421874,shorokhmoud94,These ads ran without a disclaimer,≤100,1
567727783246651,فضل عرابي,These ads ran without a disclaimer,≤100,1
114496691584484,Dre2644-Novels,These ads ran without a disclaimer,≤100,1
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,≤100,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,2
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,1
333426070147135,Benny Kuriakose Associates,These ads ran without a disclaimer,≤100,2
