Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
266563730155332,Juan Diego Gomez Jimenez,Juan Diego Gomez Jimenez,1871467,10
75884689790,Colectivo de Abogados y Abogadas,Colectivo de Abogados,1865312,3
103754197881668,Esteban Restrepo,Esteban Restrepo,1851249,11
159514754069267,Partido Cambio Radical,Partido Cambio Radical,1096034,16
1059459884138781,Mauricio Tobón Franco.,Minuto 30 S.A.S.,1051352,2
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,962371,132
266563730155332,Juan Diego Gomez Jimenez,Get Social,945320,10
309383129136101,Secretaría Gobierno de Bogotá,Secretaría Gobierno de Bogotá,770726,6
601336570076276,Rodolfo Correa,Rodolfo Correa,748273,19
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,656343,13
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,620069,12
101071764864119,Dulce Veneno,Dulce Veneno,611530,3
605236949886245,Ferney Silva Idrobo,Digital Tech Ideas,553948,4
251292808253299,Canadian College,Canadian College,546847,18
1589652347763879,Aquileo Medina A,Aquileo Medina A,497303,7
1147318942107929,Todos Somos Una,DEBRAIN LLC,481288,16
299469560099835,Alcaldía de Cali,Alcaldía de Cali,448490,10
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,395157,1
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,392039,5
113083744376314,Wilfredy Bonilla Lagos,Wilfredy Bonilla Lagos,384750,7
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,361586,8
605236949886245,Ferney Silva Idrobo,Ferney Silva Idrobo,355812,1
321582221272701,UNIMINUTO,These ads ran without a disclaimer,343791,9
101391859627743,Colombia sin miedo,Colombia sin miedo,343142,18
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro,325451,104
112155252163421,Sebastián López V.,Sebastián López V.,315611,5
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,258831,6
106560399144123,Fans Rodolfo Correa,Vamos con Rodolfo Correa,255095,10
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,243330,9
152369524855313,Jorge Torres,Jorge Torres,234265,3
116379298034788,Elvira Gutierrez,Elvira Gutierrez,234220,2
115922544823271,Miyerlandi Torres A,Miyerlandi Torres A,210533,18
118514924593739,Tanque Seco,Tanque seco,210416,18
969143216462972,Felipe Cañizalez,Felipe Cañizalez,205858,3
286568181368830,Jhon Ortega,Jhon Ortega,205646,18
108233262091178,David Islem R,David Islem R,203391,6
1618805941666374,Paola Castillo Gutierrez,Paola Castillo,203361,10
101575821423496,Alejo Te Da Un Concejo,Alejo Te Da Un Concejo,197457,15
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,197084,6
465572140144556,Juan Diego Castrillón Orrego,Juan Diego Castrillón Orrego,194566,15
101313295980188,Daniel F. Briceño,Daniel F. Briceño,190429,4
113040851684382,Hugo Díaz Marín,Hugo Díaz Marín,184196,2
101337536877032,William Garcia Tirado,William Garcia Tirado,183219,5
106471308875048,Partido Colombia Renaciente,Partido Colombia Renaciente,181646,4
108576731393581,Juliana Enciso,Juliana Enciso,181042,10
287517401455925,Marcela Amaya,Marcela Amaya,176265,6
1383605158583178,Chicho Avanzando Ando,Chicho Avanzando Ando,171924,2
598646723981319,Lucia Tous,Lucia Tous,169301,12
151237191625066,Henry Gutiérrez Angel,Henry Gutiérrez Angel,164588,10
100397975380528,Amigos de Dumek,Amigos de Dumek,160221,3
289149121873080,Samuel Álvarez,Samuel Álvarez,156463,8
191459311042712,Jaime Andrés,Jaime Andrés,155521,11
1643303432550207,Gustavo Vélez,Gustavo Vélez,154389,28
1622001728047397,Harman Alcalde,Harman Alcalde,152461,25
348250701862191,Guillermo Velandia Granados,Guillermo Velandia Granados,140709,5
1259770774053121,Politécnico COHAN - Medellín,Politécnico COHAN - Medellín,138732,1
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,137036,7
103542385847608,Mario Viteri,Mario Viteri,132529,3
201014753267112,Andrés Fernando Mesa Valencia,Andrés Fernando Mesa Valencia,130118,3
100351841692214,Coronel Jorge Gallego,Coronel Jorge Gallego,127836,6
105788042199348,James Urrego,James Urrego,126473,7
2369166386675873,Alcalde Mauricio Rendón,Mauricio Rendón,125734,26
121276654241307,Jorge Eduardo Rojas,Jorge Eduardo Rojas,125232,6
110669656955035,Roger Toro,Roger Toro,124370,20
1431777413774882,Wilson Ruiz Orejuela,Wilson Ruiz Orejuela,122403,4
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,118751,10
257836801820119,Fernando Valencia Vallejo,Fernando Valencia Vallejo,118716,3
103322192472349,Camilo Nemocón,Camilo Nemocón,110370,6
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,105430,8
1975883486014350,David Fajardo,David fajardo,104269,5
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,101986,2
1747230468907536,Leonor Abadía Benitez,Leonor Abadía Benitez,101637,3
835710939898329,Paulina Aguinaga,Paulina Aguinaga,101077,10
910025949090028,César Rojas Ayala,César Rojas Ayala,100382,5
100132752831088,Natalia López Fuentes,Natalia López Fuentes,98812,1
105848177845789,All Out en español,All Out Action Fund,98122,9
116430736811606,Ever Villegas,Ever Villegas,96011,14
189499891648602,Camilo Rubiano,Camilo Rubiano,94850,6
1380368385625889,Julian Sánchez Perico Jr.,Julian Sánchez Perico Jr.,93479,56
336711793710254,Metro de Bogotá,Metro de Bogotá,91622,1
341743792688909,Centro de Ciencia y Tecnología de Antioquia,Centro de Ciencia y Tecnología de Antioquia,90262,8
101642839569704,Javier Marulanda,Dr Javier Marulanda,89164,6
100862467976065,Andrés Fandiño,Andrés Fandiño,88939,5
1640791072871544,Fabián Rojas,Fabián Rojas,87754,2
