Location name,Amount spent (ARS)
Buenos Aires,1275636
Catamarca,38412
Chaco,41494
Chubut,53077
Ciudad Autónoma de Buenos Aires,149281
Corrientes,36040
Córdoba,1506724
Entre Rios,47031
Formosa,15649
Jujuy,7247
La Pampa,164045
La Rioja,8340
Mendoza,28429
Misiones,31608
Neuquén,157299
Río Negro,37687
Salta,71187
San Juan,39620
San Luis,50359
Santa Cruz,6914
Santa Fe,215877
Santiago del Estero,8055
Tierra del Fuego,41100
Tucuman,31275
Unknown,≤100
