Location name,Amount spent (EUR)
Abruzzo,747
Aosta Valley,≤100
Basilicata,304
Calabria,931
Campania,3492
Emilia-Romagna,2561
Friuli-Venezia Giulia,553
Lazio,4125
Liguria,1072
Lombardia,5042
Marche,830
Molise,152
Piedmont,2212
Puglia,2075
Sardinia,936
Sicilia,2738
Trentino-Alto Adige,611
Tuscany,2156
Umbria,504
Unknown,≤100
Veneto,1972
